Geneid	gene_name	SRR3655795Aligned.sortedByCoord.out.bam	SRR3655801Aligned.sortedByCoord.out.bam	SRR3655791Aligned.sortedByCoord.out.bam	SRR3655798Aligned.sortedByCoord.out.bam	SRR3655797Aligned.sortedByCoord.out.bam	SRR3655799Aligned.sortedByCoord.out.bam	SRR3655793Aligned.sortedByCoord.out.bam	SRR3655800Aligned.sortedByCoord.out.bam	SRR3655802Aligned.sortedByCoord.out.bam	SRR3655792Aligned.sortedByCoord.out.bam	SRR3655794Aligned.sortedByCoord.out.bam	SRR3655796Aligned.sortedByCoord.out.bam
march1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tma16	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-42i9.8	NA	3	0	2	41	41	10	2	17	3	8	7	8
zbtb5	NA	0	0	0	0	0	1	0	2	1	3	0	2
grhprb	NA	1	9	0	37	37	79	1	209	35	0	0	2
si:dkey-82j4.2	NA	3	10	4	7	7	8	1	22	17	9	7	8
apbb2b	NA	7	8	3	25	25	16	10	36	28	16	15	37
LOC101882573	NA	0	1	1	1	1	0	0	3	0	0	1	1
mettl14	NA	4	10	5	5	5	7	7	18	30	22	12	13
prss12	NA	0	0	0	0	0	0	0	0	0	0	0	0
ndst3	NA	0	0	2	1	1	1	0	0	2	0	1	0
ugt8	NA	83	205	125	232	232	166	166	395	432	295	337	187
spock3	NA	0	0	0	0	0	0	0	0	0	0	0	0
tll1	NA	2	2	1	5	5	4	3	12	1	4	8	5
cpe	NA	81	65	25	33	33	100	60	219	158	78	187	189
msmo1	NA	44	750	46	752	752	1237	86	2881	1912	109	182	86
klhl2	NA	0	1	5	1	1	4	4	7	11	17	3	7
LOC101882260	NA	0	0	0	1	1	0	0	0	0	0	0	0
si:dkey-253i9.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
npy1r	NA	0	2	0	0	0	0	1	3	0	1	2	1
med28	NA	0	0	0	0	0	0	0	0	0	0	0	0
tmem144a	NA	0	0	0	0	0	0	0	0	0	0	0	0
gria2a	NA	0	0	0	1	1	1	0	0	0	0	0	1
glrba	NA	0	0	0	0	0	0	0	0	0	0	0	0
wdr19	NA	4	11	5	8	8	4	2	9	30	7	8	6
ncapd3	NA	3	75	0	19	19	15	6	38	180	6	5	4
primpol	NA	0	11	2	5	5	5	1	14	41	1	5	0
adamtsl7	NA	1	10	0	31	31	3	1	5	16	3	1	2
zcchc7	NA	30	28	38	59	59	36	30	86	52	100	82	77
LOC103908753	NA	0	0	0	0	0	0	0	0	1	0	0	0
pax5	NA	1	1	2	12	12	9	3	26	2	9	5	3
melk	NA	1	91	2	35	35	37	8	69	204	6	20	8
frmpd1	NA	7	2	2	0	0	0	6	6	9	2	15	13
kdm4c	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnah6	NA	0	1	0	2	2	0	0	2	2	0	0	2
LOC110439140	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103908754	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-380n15.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
chrnb3a	NA	0	2	0	0	0	1	0	1	2	3	0	1
LOC108190615	NA	0	0	0	0	0	0	0	0	0	0	0	0
chrna6	NA	0	0	0	1	1	0	0	0	1	0	0	0
chrnb2a	NA	0	0	0	0	0	0	0	0	0	0	0	0
uchl1	NA	51	93	61	144	144	114	57	322	258	152	128	102
anxa5b	NA	172	1043	213	1766	1766	819	268	2075	2728	420	663	412
fgfbp1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
fgfbp2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
zmynd10	NA	0	0	0	0	0	0	0	0	0	0	0	0
prom1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
tapt1b	NA	16	21	21	18	18	38	15	98	74	76	34	50
ldb2b	NA	0	2	4	1	1	0	1	7	3	0	2	2
qdprb1	NA	6	8	0	0	0	0	0	3	11	0	0	11
gtf2e2	NA	113	240	94	231	231	173	139	407	665	225	324	254
si:dkey-92j12.6	NA	0	0	0	0	0	0	0	0	0	0	0	0
adgrl3.1	NA	104	117	76	71	71	119	65	285	296	262	172	292
si:dkey-92j12.5	NA	4	6	4	4	4	14	5	38	10	16	19	11
rfc1	NA	70	225	86	159	159	185	127	441	575	217	330	187
rpl9	NA	7795	4655	6660	3667	3667	4224	4484	10462	11974	9119	11621	19020
lias	NA	0	0	0	0	0	1	0	0	0	0	0	0
ugdh	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC108190011	NA	0	0	0	0	0	0	0	0	0	0	0	0
smim14	NA	0	0	0	0	0	0	0	0	0	0	1	0
ube2kb	NA	0	0	0	0	0	0	0	0	0	0	0	0
pds5a	NA	0	0	1	0	0	0	0	0	1	1	0	0
LOC108190012	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886711	NA	0	0	0	0	0	0	0	0	0	0	0	0
n4bp2	NA	0	0	0	0	0	0	0	0	0	0	0	0
rhoh	NA	6	21	19	0	0	7	19	15	48	59	54	3
chrna9	NA	0	0	0	0	0	0	0	0	0	0	1	1
LOC101886843	NA	0	0	0	0	0	1	3	1	1	1	9	0
trnar-ccg	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_3	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-cug	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_5	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_3	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_6	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-cug_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnastop-uca	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_7	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnastop-uca_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439258	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439257	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-26a9.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam184b	NA	1	0	2	0	0	0	1	1	0	2	0	3
ncapg	NA	0	13	0	0	0	2	2	4	34	0	0	2
lcorl	NA	3	5	4	0	0	0	5	3	6	2	9	0
LOC108190619	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439261	NA	0	0	0	0	0	0	0	0	0	0	0	1
slit2	NA	43	27	44	36	36	41	20	97	97	105	56	115
mir218a-2	NA	0	0	0	1	1	0	0	1	0	1	0	0
im:7138144	NA	267	1144	360	454	454	768	387	1905	3004	916	928	631
LOC108190014	NA	0	0	0	0	0	0	0	0	0	0	0	0
mab21l2	NA	50	134	61	43	43	88	42	192	290	114	131	104
LOC103908771	NA	0	0	0	0	0	0	0	0	0	0	0	0
rps3a	NA	1	1	0	2	2	0	1	0	1	0	0	1
zgc:171517	NA	0	0	0	0	0	0	0	0	0	0	0	0
qdprb2	NA	0	0	0	0	0	0	0	0	0	0	0	0
qdprb2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
sh3d19	NA	0	1	2	0	0	0	1	0	0	6	0	0
LOC103908775	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam160a1a	NA	44	16	72	7	7	25	59	99	56	162	148	93
gatb	NA	1	4	1	3	3	9	6	38	11	2	11	11
dctpp1	NA	0	0	0	0	0	2	0	3	2	0	1	2
LOC101882397	NA	2	3	1	2	2	1	1	2	3	0	14	4
fbxw7	NA	13	12	8	12	12	21	13	47	12	28	23	21
tmem154	NA	36	168	21	2133	2133	261	50	647	406	40	117	87
mnd1	NA	9	74	10	55	55	38	12	92	135	20	63	20
tmem131l	NA	717	798	787	1287	1287	858	731	2123	2130	1902	1828	1616
trim2a	NA	121	128	286	109	109	334	282	795	306	692	649	312
fhdc1	NA	0	0	0	0	0	0	0	0	0	0	0	0
arfip1	NA	162	321	170	301	301	565	203	1429	797	381	493	344
sfrp2	NA	0	0	0	0	0	0	0	1	0	0	0	0
LOC101882989	NA	0	0	0	1	1	1	0	0	0	1	8	7
si:dkey-30k22.10	NA	0	0	1	1	1	3	0	0	1	0	0	1
dchs2	NA	31	10	23	7	7	16	22	41	30	49	66	60
plrg1	NA	29	24	22	67	67	27	25	84	72	68	66	109
fgg	NA	0	560	0	3145	3145	913	0	2236	1320	2	3	2
lrata	NA	23	11	44	3	3	8	27	14	42	85	48	40
LOC101883163	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439814	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100537259	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-30k22.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
npy2r	NA	0	0	0	0	0	0	0	0	0	0	0	0
map9	NA	1	10	0	5	5	1	1	8	16	3	2	11
gucy1a3	NA	0	0	1	0	0	0	1	0	0	1	1	0
gucy1b3	NA	0	0	0	0	0	0	0	0	0	0	0	0
fabp2	NA	4	0	1	0	0	0	0	0	0	0	6	1
usp53b	NA	2	4	2	1	1	8	3	8	14	3	1	8
myoz2b	NA	0	3	0	1	1	3	1	10	10	0	1	0
synpo2b	NA	542	373	436	17	17	204	176	531	902	1219	515	1333
si:ch211-145b13.5	NA	21	20	25	1	1	11	21	20	49	71	29	60
si:ch211-145b13.6	NA	78	77	145	60	60	97	94	204	206	330	233	223
gpank1	NA	51	70	55	40	40	54	22	137	155	97	97	141
pdcd4a	NA	610	566	1054	212	212	811	817	1993	1394	2922	2030	1557
mxd4	NA	322	429	450	211	211	265	338	756	1100	970	873	712
ndufb6	NA	378	680	411	468	468	540	455	1317	1733	933	1244	903
toporsa	NA	124	153	116	176	176	150	103	349	367	304	282	276
mtap	NA	191	611	233	555	555	409	285	1083	1462	493	735	457
cdkn2a/b	NA	0	6	0	26	26	3	1	6	7	3	3	4
LOC108190622	NA	0	1	0	0	0	0	0	1	2	0	0	0
cxxc4	NA	1	0	0	0	0	0	0	4	1	1	3	1
tet2	NA	208	174	246	238	238	259	174	647	447	625	466	467
ppa2	NA	52	143	75	141	141	122	102	357	350	240	205	193
arhgef38	NA	86	198	198	92	92	223	121	548	455	436	272	168
ints12	NA	79	139	56	141	141	88	58	223	350	159	156	186
g3bp2	NA	393	1097	509	343	343	829	447	2113	2654	1256	1119	1011
uso1	NA	1250	1304	1293	987	987	1277	1204	2995	3223	3197	2900	3113
LOC108185367	NA	1	0	0	0	0	0	0	3	0	0	1	1
LOC110439708	NA	0	0	0	0	0	1	0	0	0	0	0	1
coro2a	NA	725	1543	1519	310	310	1558	1602	3996	3837	3899	4168	1704
anp32b	NA	314	1309	260	1245	1245	815	329	1966	3198	730	975	782
si:dkey-25o16.2	NA	694	837	635	139	139	1013	670	2524	2275	1706	1681	1570
trmo	NA	80	93	67	82	82	113	84	229	207	198	168	203
si:dkey-25o16.4	NA	13	293	3	163	163	114	46	316	694	8	96	30
foxe1	NA	2	1	0	0	0	0	0	1	1	0	0	1
sh3gl2a	NA	14	4	10	13	13	17	11	28	16	33	19	35
cntln	NA	4	26	1	11	11	6	1	11	33	4	8	8
bnc2	NA	17	34	13	105	105	39	18	98	117	26	43	44
LOC101882912	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439825	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-76m11.7	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190634	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883046	NA	0	0	0	0	0	0	0	0	0	0	0	0
pspc1	NA	92	156	61	151	151	128	54	389	354	200	235	209
dnajb14	NA	119	269	148	232	232	286	174	738	684	388	373	272
LOC110439743	NA	3	6	0	0	0	1	1	5	7	5	1	14
sgut1	NA	555	749	522	732	732	751	770	1874	1954	1333	1945	1307
chst10	NA	78	242	127	268	268	180	95	431	572	262	234	240
snapc3	NA	226	305	115	171	171	283	248	644	713	290	552	548
psip1a	NA	26	49	14	43	43	46	25	98	104	50	63	74
LOC110439709	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch1073-440b2.1	NA	171	141	199	147	147	122	242	334	364	494	562	413
LOC108182421	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439834	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103908832	NA	3	1	0	3	3	4	0	13	0	1	0	0
LOC108190024	NA	0	0	0	2	2	2	0	4	5	0	2	2
LOC108185504	NA	0	0	0	0	0	0	0	0	0	0	0	0
ednrba	NA	0	2	0	12	12	1	0	4	7	0	1	0
LOC108190026	NA	0	0	0	0	0	1	0	0	0	0	0	0
zgc:172295	NA	1880	2078	2317	1760	1760	1888	2848	4688	4906	5521	7170	4513
LOC103908837	NA	1	5	24	31	31	8	0	28	8	36	0	4
timmdc1	NA	128	467	102	574	574	460	184	1181	1168	259	511	336
poglut1	NA	77	159	71	60	60	142	114	347	412	179	275	156
pwp2h	NA	151	248	122	143	143	188	175	502	568	346	443	376
gpm6ba	NA	0	0	0	0	0	0	0	1	0	1	1	0
gemin8	NA	18	32	15	21	21	15	17	64	82	29	38	61
cbsa	NA	166	12	105	21	21	39	153	115	45	272	346	366
cryaa	NA	1	0	0	0	0	0	1	0	0	1	1	0
hsf2bp	NA	0	1	0	0	0	0	0	0	0	0	0	3
ankrd10a	NA	85	137	48	45	45	94	75	251	348	107	181	222
zgc:173948	NA	1	1	0	1	1	1	0	0	1	0	0	0
cars2	NA	100	110	101	63	63	141	98	363	310	237	275	210
irs2a	NA	1267	244	1154	238	238	281	1434	681	604	2916	3664	3114
lig4	NA	60	151	80	138	138	137	88	360	436	226	306	172
fam155a	NA	0	0	0	2	2	0	0	0	1	0	0	3
si:dkey-1h24.2	NA	2	2	0	4	4	3	1	6	4	1	1	6
si:dkey-1h24.6	NA	17	11	5	39	39	12	9	49	26	6	34	30
raph1b	NA	30	48	21	53	53	81	36	233	127	66	99	92
spp2	NA	0	48	0	2	2	37	0	55	95	0	0	0
alg11	NA	0	0	0	0	0	0	0	0	0	0	0	0
cpb2	NA	0	0	0	0	0	0	0	0	0	0	0	0
zc3h13	NA	1	4	2	6	6	5	3	7	10	12	2	2
tm9sf2	NA	0	0	0	0	0	0	0	0	0	0	0	0
zic2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
pcca	NA	85	69	54	85	85	53	57	107	152	106	151	207
zgc:153256	NA	0	0	0	0	0	0	0	0	0	0	0	0
im:7148405	NA	0	0	0	0	0	0	0	0	0	0	0	0
vps8	NA	15	73	5	33	33	26	18	77	146	29	46	36
mir740	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-22o12.2	NA	0	0	0	2	2	0	0	1	0	0	2	0
tmem41ab	NA	0	0	0	0	0	0	0	0	0	0	0	0
igf2bp2b	NA	51	39	53	191	191	42	24	102	81	110	66	123
ubac2	NA	6	9	5	6	6	9	7	27	23	11	23	14
gpr183b	NA	0	0	0	0	0	0	0	0	0	0	0	0
dachc	NA	41	9	12	9	9	8	19	8	22	20	28	81
si:dkey-15d12.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
bora	NA	0	5	0	2	2	0	0	2	11	0	0	0
dis3	NA	3	8	2	6	6	6	5	12	20	15	19	12
metap1d	NA	0	0	0	0	0	0	0	0	0	0	0	0
dlx2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
itga6b	NA	1	6	0	11	11	1	0	8	18	8	3	11
si:ch211-269i23.2	NA	69	127	101	89	89	113	55	311	331	259	165	219
eef1a1b	NA	2	4	6	0	0	3	1	5	4	9	2	3
kcnq5b	NA	4	2	4	44	44	5	8	18	26	11	20	19
LOC103908890	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC568486	NA	6	9	6	27	27	5	0	12	17	16	8	16
cenpk	NA	12	113	3	60	60	40	15	88	288	10	48	14
LOC110439710	NA	0	0	0	0	0	0	0	2	0	1	0	0
lbx1b	NA	0	0	0	0	0	0	0	2	0	0	0	0
slc2a15b	NA	0	0	0	17	17	0	0	0	0	0	0	0
fgf8b	NA	0	0	0	0	0	0	0	0	0	0	0	0
dpcd	NA	16	80	23	43	43	39	23	132	177	53	51	45
poll	NA	49	131	79	117	117	104	80	275	325	169	188	117
wbp1lb	NA	457	326	298	331	331	211	493	547	778	842	1265	1093
as3mt	NA	504	607	347	366	366	423	364	1094	1662	871	905	1282
cnnm2b	NA	178	19	46	10	10	42	88	105	60	88	277	413
nt5c2b	NA	187	328	247	485	485	393	315	1016	782	572	736	436
inab	NA	0	0	0	2	2	1	0	4	3	2	0	2
anos1a	NA	5	11	0	18	18	9	2	35	51	3	1	6
LOC101885607	NA	0	0	0	0	0	0	1	0	0	0	0	0
sts	NA	64	67	56	76	76	115	40	292	175	127	163	140
pnpla4	NA	1	6	2	1	1	8	1	10	6	10	4	2
LOC101885560	NA	0	0	0	0	0	0	0	0	0	0	0	0
pudp	NA	0	0	0	0	0	0	0	0	0	0	0	0
nlgn4a	NA	9	0	0	1	1	2	3	5	5	5	3	9
LOC562564	NA	0	1	0	0	0	0	0	0	3	0	0	0
LOC110439944	NA	0	0	0	0	0	0	0	0	0	0	0	0
prkx	NA	35	133	60	173	173	123	61	298	299	179	180	67
mxra5a	NA	9	154	7	97	97	527	3	1323	317	9	25	22
gyg2	NA	0	4	0	41	41	24	0	64	7	1	0	1
cd99	NA	118	260	82	392	392	191	59	452	677	180	151	293
trnar-ucu	NA	0	0	0	0	0	0	0	0	0	0	0	0
dhrsx	NA	67	95	83	116	116	105	82	260	230	150	193	170
creb1a	NA	86	117	97	139	139	106	80	245	293	225	205	220
chmp2bb	NA	514	2222	656	1762	1762	2077	742	5313	5780	1597	1877	1288
htr1fb	NA	0	0	0	0	0	0	0	0	0	0	0	0
cldng	NA	0	0	1	1	1	0	1	1	0	0	0	0
znf654	NA	372	463	432	540	540	424	365	974	1120	984	979	923
arl13b	NA	51	86	47	92	92	119	48	205	218	133	91	131
nsun3	NA	22	35	20	28	28	34	13	74	71	29	45	34
LOC110439842	NA	1	0	0	0	0	0	0	0	0	0	0	1
LOC101886777	NA	0	0	0	0	0	0	0	0	0	0	0	0
epha6	NA	1	0	1	0	0	0	1	0	1	3	1	0
mir734	NA	0	0	0	0	0	0	0	0	0	0	0	0
arl6	NA	16	14	3	22	22	25	5	48	34	24	21	40
slc5a7a	NA	0	0	0	0	0	0	0	0	0	0	0	2
kctd12.2	NA	13	9	6	44	44	10	7	34	36	19	20	34
lmo7b	NA	5	0	2	1	1	5	6	15	2	7	9	15
klf12a	NA	21	22	16	45	45	21	15	60	85	21	29	52
klf5a	NA	27	53	202	5	5	86	54	289	142	544	158	89
pibf1	NA	20	56	27	56	56	49	26	121	141	63	66	56
gpalpp1	NA	64	196	95	243	243	237	89	517	481	219	277	177
gtf2f2a	NA	162	294	154	305	305	269	197	763	818	399	462	391
tpt1	NA	86709	34463	88842	47153	47153	43098	55871	107298	85597	220729	140795	210365
LOC110439843	NA	0	1	1	5	5	0	1	3	1	6	3	0
zgc:172122	NA	2	7	0	9	9	5	1	22	5	2	2	9
LOC101886453	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103910066	NA	112	87	1	165	165	50	1	107	215	2	3	269
LOC108190059	NA	0	0	0	0	0	1	0	0	0	0	0	0
LOC108190061	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439844	NA	0	0	1	0	0	0	0	0	0	3	0	1
LOC101886362	NA	0	0	0	0	0	0	0	0	0	0	0	0
sc:d189	NA	1	3	8	19	19	6	5	12	12	7	4	4
LOC101883801	NA	69	89	127	24	24	33	201	108	183	319	510	194
LOC101886741	NA	0	0	0	0	0	0	0	0	0	0	0	0
usp38	NA	92	324	122	251	251	279	113	703	689	258	271	204
gab1	NA	129	134	127	271	271	195	110	385	331	369	310	261
frem3	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-27h10.2	NA	3	7	4	566	566	33	14	49	8	27	20	10
hhip	NA	10	7	0	7	7	9	1	37	22	0	1	31
LOC110438575	NA	0	0	0	0	0	0	0	0	0	0	0	0
smad1	NA	0	0	0	0	0	1	0	1	1	0	0	0
LOC101886967	NA	0	0	0	0	0	0	0	0	0	0	0	0
tceanc	NA	0	0	0	0	0	0	0	0	0	0	0	0
mmaa	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:152968	NA	2	1	0	0	0	1	0	2	0	2	2	4
znf827	NA	301	447	263	574	574	412	366	1090	1093	674	964	783
lsm6	NA	152	491	145	219	219	234	156	605	1071	335	406	310
LOC100538006	NA	0	1	1	0	0	0	0	0	0	0	0	0
pou4f2	NA	0	0	0	0	0	0	0	0	0	0	0	0
ednraa	NA	46	36	27	92	92	57	36	121	94	72	56	84
tmem184c	NA	9	6	19	10	10	13	16	41	21	35	45	19
prmt9	NA	41	88	61	43	43	69	46	174	199	172	153	100
arhgap10	NA	182	151	198	241	241	215	202	499	420	525	431	466
nr3c2	NA	4	2	3	0	0	6	4	11	7	10	7	10
dclk2a	NA	23	22	24	47	47	34	26	81	47	62	65	61
fam193a	NA	172	328	200	359	359	286	224	807	761	521	558	511
tnip2	NA	274	312	233	1322	1322	255	190	592	779	556	546	582
scpp1	NA	0	0	0	2	2	0	0	0	0	0	1	0
sparcl1	NA	3	2	2	5	5	2	2	5	9	2	6	6
LOC108190667	NA	0	0	1	0	0	0	0	0	0	0	0	0
LOC101883466	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-13d11.2	NA	0	0	0	1	1	0	0	0	0	0	0	0
si:ch211-15e22.3	NA	1	7	2	9	9	11	1	25	17	3	9	10
LOC101883643	NA	0	0	0	0	0	0	0	0	0	0	0	0
galnt7	NA	1418	2666	1876	877	877	2210	1504	5717	6774	4797	3870	3500
hmgb2a	NA	1170	4958	895	3524	3524	2380	1429	6202	12778	2195	3883	2756
hand2	NA	128	250	129	302	302	167	128	423	659	253	318	293
fbxo8	NA	205	463	366	158	158	633	360	1523	1145	915	759	491
cep44	NA	14	41	12	11	11	32	13	79	118	39	18	38
hpgd	NA	38	45	20	69	69	43	14	85	101	59	33	90
glra3	NA	1	1	0	1	1	0	1	1	1	0	0	2
LOC103908993	NA	0	0	0	0	0	0	0	0	0	0	0	0
gpm6ab	NA	59	127	51	121	121	76	11	197	303	113	71	151
wdr17	NA	9	6	3	7	7	7	3	10	8	10	15	21
asb5b	NA	12	3	6	8	8	1	5	9	15	20	13	13
spcs3	NA	527	689	471	781	781	528	522	1383	1629	1227	1294	1139
vegfc	NA	49	37	37	23	23	23	25	71	101	71	75	118
mir2197	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190091	NA	0	0	0	0	0	0	0	0	1	0	0	0
zgc:153720	NA	0	1	4	14	14	3	1	6	7	4	4	3
tenm3	NA	49	105	58	266	266	107	31	236	253	127	102	102
dctd	NA	5	126	9	66	66	61	39	160	291	28	107	20
irf2a	NA	121	166	119	165	165	159	154	405	455	306	342	299
tmem134	NA	256	376	344	371	371	358	346	818	885	811	867	602
stox2a	NA	96	79	83	109	109	70	61	154	220	206	158	257
LOC110439845	NA	0	1	0	0	0	0	3	0	0	0	1	4
ing2	NA	79	122	84	67	67	84	72	176	298	196	151	148
sod3b	NA	0	0	0	1	1	0	1	0	2	0	3	3
aip	NA	417	849	469	1210	1210	824	519	2124	2195	1211	1326	1069
cdk2ap2	NA	77	169	86	298	298	125	66	348	449	227	157	212
lgi2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
ccdc149b	NA	0	1	0	0	0	0	1	0	2	0	0	1
si:dkey-117m1.4	NA	1	1	2	0	0	1	1	4	3	5	4	0
cntf	NA	2	17	2	45	45	9	3	35	36	9	14	7
si:ch211-113e8.11	NA	3	37	21	17	17	20	42	60	96	52	100	18
si:ch211-113e8.10	NA	21	48	39	30	30	36	52	88	155	82	123	66
zgc:152658	NA	16	89	14	220	220	73	28	154	237	34	70	41
zgc:194443	NA	9	30	14	49	49	17	17	47	63	28	48	29
LOC103909020	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-113e8.9	NA	1	0	1	1	1	0	0	0	2	0	1	1
LOC793449	NA	0	0	0	0	0	1	0	2	0	0	0	0
LOC100330380	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-113e8.5	NA	0	1	0	0	0	0	0	0	1	0	0	0
si:ch211-113e8.3	NA	0	0	0	0	0	0	0	0	0	1	0	0
faah2a	NA	0	0	0	1	1	0	0	0	0	0	0	0
zgc:56493	NA	1909	5875	2511	3471	3471	4026	3100	9876	14345	6337	7359	4623
vwa10.1	NA	0	1	0	0	0	0	0	0	1	0	0	1
vwa10.2	NA	0	2	0	1	1	9	1	51	9	5	1	1
maml3	NA	118	117	102	198	198	133	79	337	235	206	246	248
scoca	NA	412	325	328	322	322	405	351	1006	795	766	887	926
clgn	NA	90	159	72	210	210	111	90	356	350	162	193	204
LOC108190121	NA	1	3	2	1	1	1	1	5	4	0	3	2
naa15b	NA	280	515	286	605	605	387	289	1017	1260	760	798	799
LOC797949	NA	37	53	19	277	277	81	38	166	131	67	126	110
LOC101885779	NA	1	0	0	1	1	0	0	1	0	0	0	0
wu:fc34e06	NA	0	0	0	7	7	0	0	1	1	0	0	0
zgc:153642	NA	109	1342	229	265	265	1256	207	2988	3289	521	540	282
LOC110439949	NA	629	2566	898	690	690	3279	969	7916	6494	2100	2221	1482
htra3a	NA	36	715	111	392	392	726	108	1848	1900	238	313	90
gpr78a	NA	2	5	1	2	2	3	1	7	16	8	7	1
cpz	NA	16	82	34	36	36	100	67	191	229	100	117	42
hmx4	NA	0	0	0	0	0	0	0	0	0	0	0	0
hmx1	NA	0	0	0	0	0	0	0	0	0	0	0	0
adra2c	NA	0	0	0	0	0	0	0	0	0	0	0	0
lrpap1	NA	34	58	52	75	75	75	44	167	163	126	159	124
dok7	NA	5	0	4	4	4	6	1	12	2	16	4	20
rgs12b	NA	128	278	126	697	697	231	108	639	720	324	258	311
htt	NA	338	425	374	533	533	537	382	1373	1035	930	887	876
si:ch211-89o9.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnae-cuc	NA	0	0	0	0	0	0	0	0	0	0	0	0
paip2b	NA	810	773	765	795	795	808	789	2000	1992	1827	2044	2113
dok1a	NA	0	5	3	5	5	2	2	9	15	1	7	2
si:ch211-89o9.6	NA	40	75	59	75	75	57	53	148	152	120	118	109
trnak-cuu	NA	0	0	0	0	0	0	0	0	0	0	0	0
dtx4	NA	90	48	90	195	195	109	74	288	127	203	201	240
LOC565594	NA	0	1	0	0	0	0	0	0	2	0	0	0
si:dkey-56e3.3	NA	82	118	109	121	121	106	126	287	298	286	249	231
mogs	NA	483	1064	679	764	764	899	628	2333	2968	1705	1542	1208
LOC797711	NA	1	2	7	7	7	1	0	1	0	9	0	3
fbxo41	NA	2	2	10	53	53	13	2	17	7	24	6	11
rnf24	NA	62	60	60	426	426	62	60	180	143	131	120	139
smox	NA	122	211	49	3042	3042	196	74	533	464	118	176	281
LOC110439712	NA	5	6	18	2	2	4	4	19	15	65	21	25
si:dkey-37g12.1	NA	125	131	194	49	49	78	86	187	358	509	238	327
LOC797212	NA	2	1	1	0	0	0	1	1	2	12	14	13
