Geneid	gene_name	SRR3655801	SRR3655798	SRR3655791	SRR3655799	SRR3655795	SRR3655793	SRR3655797	SRR3655792	SRR3655794	SRR3655800	SRR3655802	SRR3655796
tll1	NA	1	5	1	3	3	3	5	4	9	11	1	5
cpe	NA	47	30	28	88	76	52	30	80	176	216	138	169
msmo1	NA	720	737	42	1194	42	84	737	111	185	2914	1923	88
klhl2	NA	1	0	5	1	0	2	0	17	2	6	9	6
LOC101882260	NA	0	1	0	0	0	0	1	0	0	0	0	0
si:dkey-253i9.4	NA	0	3	0	1	1	1	3	0	0	0	1	0
npy1r	NA	2	0	0	0	1	1	0	1	2	3	0	1
med28	NA	0	0	0	0	0	0	0	0	0	0	0	0
tmem144a	NA	0	0	0	0	0	0	0	0	0	0	0	0
gria2a	NA	0	1	0	1	0	0	1	0	0	0	0	1
glrba	NA	0	0	0	0	0	0	0	0	0	0	0	0
wdr19	NA	9	9	5	4	4	2	9	7	9	9	28	5
ncapd3	NA	83	25	0	15	3	7	25	6	7	40	201	5
primpol	NA	11	5	2	6	0	1	5	1	4	15	46	0
adamtsl7	NA	10	32	0	3	2	1	32	3	1	5	16	2
zcchc7	NA	30	57	38	37	29	28	57	102	75	82	51	76
LOC103908753	NA	0	0	0	0	0	0	0	0	0	0	0	0
pax5	NA	1	11	1	8	0	3	11	9	5	26	2	3
melk	NA	87	35	2	35	1	7	35	5	20	69	202	8
frmpd1	NA	2	0	2	0	7	6	0	1	14	6	9	13
kdm4c	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnah6	NA	1	2	0	0	0	0	2	0	0	2	2	2
LOC110439140	NA	0	0	1	0	0	0	0	0	0	0	0	0
LOC103908754	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-380n15.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
chrnb3a	NA	2	0	0	1	0	0	0	2	0	1	2	1
LOC108190615	NA	0	0	0	0	0	0	0	0	0	0	0	0
chrna6	NA	0	1	0	0	0	0	1	0	0	0	1	0
chrnb2a	NA	0	0	0	0	0	0	0	0	0	0	0	0
uchl1	NA	90	125	57	111	42	57	125	153	127	318	255	100
anxa5b	NA	857	1631	191	712	158	241	1631	400	637	1917	2469	397
fgfbp1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
fgfbp2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
zmynd10	NA	0	0	0	0	0	0	0	0	0	0	0	0
prom1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
tapt1b	NA	24	19	18	33	18	13	19	70	27	83	66	47
ldb2b	NA	1	1	4	0	1	0	1	1	2	7	3	2
qdprb1	NA	7	0	0	1	6	0	0	2	0	6	11	12
gtf2e2	NA	216	208	87	165	108	135	208	220	324	401	631	252
si:dkey-92j12.6	NA	0	0	0	0	0	0	0	0	0	0	0	0
adgrl3.1	NA	110	66	70	109	97	59	66	257	169	281	292	286
si:dkey-92j12.5	NA	5	4	3	14	4	4	4	15	18	35	10	11
rfc1	NA	211	147	81	177	66	117	147	214	326	427	565	187
rpl9	NA	1723	593	1449	1209	1661	1204	593	4875	3121	3030	2467	3322
lias	NA	3	0	0	4	1	0	0	2	1	0	1	0
ugdh	NA	20	7	17	13	12	46	7	10	32	16	4	7
LOC108190011	NA	0	0	0	0	0	0	0	0	0	0	0	0
smim14	NA	6	7	1	10	1	5	7	3	5	11	7	1
ube2kb	NA	2	7	0	0	0	2	7	0	0	1	2	1
pds5a	NA	8	7	7	6	4	7	7	5	9	7	14	5
LOC108190012	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886711	NA	0	0	0	0	0	0	0	0	0	0	0	0
n4bp2	NA	0	2	3	2	2	3	2	4	1	1	1	0
rhoh	NA	21	0	19	7	6	20	0	61	52	14	49	3
chrna9	NA	0	0	0	0	0	0	0	0	1	0	0	1
LOC101886843	NA	0	0	0	0	0	2	0	0	8	0	1	1
trnar-ccg	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_3	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-cug	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_5	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_3	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_6	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ucg_4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-cug_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnastop-uca	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccg_7	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnastop-uca_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439258	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439257	NA	1	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-26a9.2	NA	0	0	0	2	0	0	0	0	0	0	0	0
fam184b	NA	0	0	2	0	1	0	0	2	0	1	0	2
ncapg	NA	14	0	0	4	0	2	0	0	1	7	42	2
lcorl	NA	5	0	1	0	3	5	0	3	8	3	6	0
LOC108190619	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439261	NA	0	0	0	0	0	0	0	0	0	0	0	1
slit2	NA	22	34	42	40	39	18	34	98	53	92	95	108
mir218a-2	NA	0	0	0	0	0	0	0	1	0	0	0	0
im:7138144	NA	1059	419	335	725	252	347	419	891	911	1874	2920	615
LOC108190014	NA	0	0	0	0	0	0	0	0	0	0	0	0
mab21l2	NA	130	41	59	83	47	37	41	114	131	192	288	101
LOC103908771	NA	0	0	0	0	0	0	0	0	0	0	0	0
rps3a	NA	113	60	130	76	122	93	60	52	28	25	30	40
zgc:171517	NA	0	0	0	0	0	0	0	0	0	0	0	0
qdprb2	NA	0	0	0	0	0	0	0	0	0	0	0	0
qdprb2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
sh3d19	NA	1	0	5	0	0	1	0	8	4	0	0	0
LOC103908775	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam160a1a	NA	17	7	69	26	43	56	7	171	143	100	56	96
gatb	NA	5	3	1	11	1	7	3	1	12	40	11	12
dctpp1	NA	1	0	0	2	0	0	0	0	1	3	2	2
LOC101882397	NA	3	1	1	1	1	1	1	0	13	3	3	4
fbxw7	NA	12	14	8	21	11	12	14	28	22	47	12	20
tmem154	NA	149	1938	17	220	32	44	1939	35	108	580	369	73
mnd1	NA	58	50	9	34	9	8	50	18	55	79	119	19
tmem131l	NA	731	1210	745	805	663	671	1210	1871	1803	2107	2076	1569
trim2a	NA	118	104	270	317	116	255	104	681	640	788	303	309
fhdc1	NA	0	0	0	0	0	0	0	0	0	1	0	0
arfip1	NA	347	305	175	593	161	187	305	427	522	1485	930	384
sfrp2	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC101882989	NA	0	0	0	1	0	1	0	1	11	0	0	5
si:dkey-30k22.10	NA	1	0	0	1	0	0	0	0	0	0	0	0
dchs2	NA	13	9	22	16	32	19	9	52	68	46	37	64
plrg1	NA	24	63	17	26	32	21	63	63	60	81	72	105
fgg	NA	609	3136	0	950	0	0	3136	2	3	2298	1476	2
lrata	NA	11	3	41	8	23	26	3	91	51	14	42	43
LOC101883163	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439814	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100537259	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-30k22.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
npy2r	NA	0	0	0	0	0	0	0	0	0	0	0	0
map9	NA	10	5	0	2	1	1	5	2	2	9	18	11
gucy1a3	NA	4	0	1	0	0	4	0	1	1	1	3	0
gucy1b3	NA	0	0	0	0	2	2	0	0	1	0	0	0
fabp2	NA	169	31	909	50	654	846	31	909	203	18	27	1416
usp53b	NA	5	1	2	8	2	2	1	3	1	8	13	8
myoz2b	NA	3	1	0	3	0	1	1	0	1	10	10	0
synpo2b	NA	346	16	407	191	510	157	16	1204	509	525	880	1322
si:ch211-145b13.5	NA	18	1	24	10	19	20	1	67	29	18	48	60
si:ch211-145b13.6	NA	73	58	137	91	73	92	58	324	234	204	203	219
gpank1	NA	65	35	52	48	45	19	35	94	93	132	150	136
pdcd4a	NA	520	194	986	780	571	746	194	2880	1991	1963	1367	1540
mxd4	NA	395	193	413	245	298	309	193	937	834	736	1056	689
ndufb6	NA	621	435	380	508	349	416	435	913	1213	1274	1687	880
toporsa	NA	144	160	110	145	116	99	160	307	279	347	362	273
mtap	NA	579	532	223	388	185	265	532	491	730	1079	1450	450
cdkn2a/b	NA	6	25	0	3	0	1	25	3	2	6	7	4
LOC108190622	NA	1	0	0	0	0	0	0	0	0	1	1	0
cxxc4	NA	0	0	0	0	1	0	0	1	3	4	1	1
tet2	NA	159	224	232	245	194	162	224	619	460	639	437	460
ppa2	NA	139	129	72	120	51	92	129	232	201	349	348	192
arhgef38	NA	178	86	187	209	79	116	86	430	271	537	450	166
ints12	NA	123	129	50	86	75	56	129	152	154	220	340	185
g3bp2	NA	946	315	471	751	364	402	315	1231	1072	1968	2454	981
uso1	NA	1224	935	1204	1215	1179	1132	935	3137	2857	2957	3158	3079
LOC108185367	NA	0	0	0	0	1	0	0	0	1	3	0	0
LOC110439708	NA	0	0	0	0	0	0	0	0	0	0	0	1
coro2a	NA	1419	292	1424	1463	683	1453	292	3805	4017	3873	3724	1643
anp32b	NA	1177	1137	238	758	283	286	1137	714	918	1856	3037	745
si:dkey-25o16.2	NA	777	130	604	961	656	614	130	1656	1638	2483	2205	1553
trmo	NA	82	78	61	111	78	77	78	196	167	226	199	200
si:dkey-25o16.4	NA	277	155	3	104	13	44	155	8	92	310	678	30
foxe1	NA	1	0	0	0	2	0	0	0	0	1	1	1
sh3gl2a	NA	4	13	10	17	14	10	13	33	18	28	16	35
cntln	NA	26	11	1	6	4	1	11	3	6	12	34	7
bnc2	NA	34	97	12	37	16	16	97	26	42	97	115	41
LOC101882912	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439825	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-76m11.7	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190634	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883046	NA	0	0	0	0	0	0	0	0	0	0	0	0
pspc1	NA	148	148	55	125	91	48	148	197	233	383	346	207
dnajb14	NA	256	223	138	270	114	169	223	378	361	716	668	267
LOC110439743	NA	4	0	0	2	3	1	0	3	1	4	6	13
sgut1	NA	703	701	498	727	528	717	701	1322	1931	1860	1930	1295
chst10	NA	221	247	123	165	69	91	247	255	226	418	559	234
snapc3	NA	293	157	110	267	212	231	157	286	547	638	702	539
psip1a	NA	48	39	14	45	24	24	39	54	63	98	101	75
LOC110439709	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch1073-440b2.1	NA	134	146	199	126	181	245	146	518	590	359	370	429
LOC108182421	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439834	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103908832	NA	1	3	0	4	3	0	3	2	0	10	0	0
LOC108190024	NA	0	2	1	2	0	0	2	0	2	6	5	1
LOC108185504	NA	1	0	2	0	0	0	0	0	0	0	0	0
ednrba	NA	2	11	0	1	0	0	11	0	1	4	7	0
LOC108190026	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:172295	NA	1930	1669	2169	1823	1792	2668	1669	5479	7114	4654	4859	4474
LOC103908837	NA	3	15	21	13	1	0	15	26	0	26	6	2
timmdc1	NA	419	527	94	427	116	162	527	254	476	1138	1119	323
poglut1	NA	151	55	68	135	73	107	55	178	271	342	407	151
pwp2h	NA	236	141	116	185	143	162	141	342	435	491	561	373
gpm6ba	NA	0	0	0	0	0	0	0	2	1	1	0	0
gemin8	NA	35	23	18	17	20	17	23	36	43	67	93	66
cbsa	NA	13	21	111	46	173	154	21	282	367	119	46	370
cryaa	NA	0	0	0	0	1	1	0	1	1	0	0	0
hsf2bp	NA	1	0	0	0	0	0	0	0	0	0	0	3
ankrd10a	NA	120	41	44	89	77	66	41	102	177	234	325	209
zgc:173948	NA	0	1	0	1	1	0	1	0	0	0	1	0
cars2	NA	102	61	90	138	95	93	61	232	271	356	302	205
irs2a	NA	231	220	1085	269	1163	1309	220	2847	3599	669	597	3028
lig4	NA	133	130	75	128	56	83	130	225	300	350	432	170
fam155a	NA	0	2	0	0	0	0	2	0	0	0	1	3
si:dkey-1h24.2	NA	2	4	0	3	2	1	4	1	1	5	4	6
si:dkey-1h24.6	NA	10	38	7	13	16	8	38	7	34	47	23	30
raph1b	NA	47	50	23	87	30	34	50	70	103	222	124	95
spp2	NA	43	3	0	32	0	0	3	0	0	55	92	0
alg11	NA	3	3	5	0	2	3	3	0	1	0	0	1
cpb2	NA	1	4	0	3	0	0	4	0	0	3	0	0
zc3h13	NA	12	11	5	12	5	12	11	14	3	13	16	2
tm9sf2	NA	33	27	20	19	10	16	27	8	9	9	13	8
zic2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
pcca	NA	69	87	54	58	88	59	87	105	157	114	156	211
zgc:153256	NA	0	0	0	0	0	0	0	0	0	0	0	0
im:7148405	NA	0	0	0	0	0	0	0	0	0	0	0	0
vps8	NA	74	35	6	24	13	19	35	31	49	75	146	39
mir740	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-22o12.2	NA	0	1	0	0	0	0	1	2	2	1	0	0
tmem41ab	NA	0	0	0	0	0	0	0	0	0	0	0	0
igf2bp2b	NA	38	187	55	41	51	26	187	114	72	102	84	128
ubac2	NA	9	6	6	10	6	8	6	13	23	27	24	14
gpr183b	NA	1	1	0	0	0	0	1	0	0	1	0	0
dachc	NA	12	11	12	10	46	22	11	20	33	10	23	87
si:dkey-15d12.2	NA	1	0	0	2	1	0	0	0	0	0	1	0
bora	NA	6	2	0	0	0	0	2	0	0	2	12	0
dis3	NA	7	6	5	6	3	7	6	16	18	10	21	13
metap1d	NA	0	0	0	0	0	0	0	0	0	0	0	0
dlx2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
itga6b	NA	6	11	0	1	1	1	11	8	3	8	18	11
si:ch211-269i23.2	NA	124	88	106	117	73	55	88	272	178	335	352	231
eef1a1b	NA	4	0	6	3	2	1	0	9	3	5	4	3
kcnq5b	NA	2	45	5	6	4	7	45	13	22	18	27	19
LOC103908890	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC568486	NA	9	24	6	4	6	0	24	17	8	12	15	15
cenpk	NA	98	54	3	37	10	15	54	9	45	88	274	14
LOC110439710	NA	0	0	0	0	0	0	0	0	0	0	0	0
lbx1b	NA	0	0	0	0	0	0	0	0	0	2	0	0
slc2a15b	NA	0	15	0	0	0	0	15	0	0	0	0	0
fgf8b	NA	0	0	0	0	0	0	0	0	0	0	0	0
dpcd	NA	77	41	23	38	16	22	41	52	50	132	176	44
poll	NA	122	108	74	103	43	71	108	169	188	270	319	115
wbp1lb	NA	272	287	254	186	370	414	287	727	1151	503	699	955
as3mt	NA	573	343	323	397	472	332	343	847	868	1074	1644	1259
cnnm2b	NA	18	8	42	38	152	79	8	82	259	99	57	388
nt5c2b	NA	289	430	222	378	177	268	430	540	700	1004	746	427
inab	NA	0	2	0	1	0	0	2	2	0	4	3	2
anos1a	NA	11	17	0	9	5	1	17	3	1	34	50	6
LOC101885607	NA	0	0	0	0	0	0	0	0	0	0	0	0
sts	NA	64	75	54	116	61	40	75	127	164	300	175	142
pnpla4	NA	7	2	3	8	1	1	2	10	6	12	11	2
LOC101885560	NA	0	0	0	0	0	0	0	0	0	0	0	0
pudp	NA	0	0	0	0	0	0	0	0	0	0	0	0
nlgn4a	NA	0	1	0	2	8	1	1	5	3	5	5	9
LOC562564	NA	1	0	0	0	0	1	0	0	1	0	3	0
LOC110439944	NA	0	0	0	0	0	0	0	0	0	0	0	0
prkx	NA	120	164	54	117	32	56	164	176	177	283	285	62
mxra5a	NA	145	91	6	500	7	3	91	9	24	1311	313	21
gyg2	NA	4	40	0	24	0	0	40	1	0	64	7	1
cd99	NA	233	347	72	166	91	49	347	161	137	403	593	249
trnar-ucu	NA	0	0	0	0	0	0	0	0	0	0	0	0
dhrsx	NA	82	100	72	89	61	78	100	135	185	241	215	161
creb1a	NA	109	129	91	98	84	77	129	221	201	241	287	217
chmp2bb	NA	1950	1542	583	1883	462	634	1542	1484	1722	4990	5322	1250
htr1fb	NA	0	0	0	0	0	0	0	0	0	0	0	0
cldng	NA	0	0	1	0	0	1	0	0	0	1	0	0
znf654	NA	438	518	407	411	350	341	518	970	964	964	1109	912
arl13b	NA	75	82	42	111	47	39	82	124	87	198	209	126
nsun3	NA	32	24	20	31	21	13	24	27	44	72	70	34
LOC110439842	NA	0	1	1	0	0	0	1	0	0	0	0	0
LOC101886777	NA	0	0	0	0	0	0	0	0	0	0	0	0
epha6	NA	0	0	1	0	2	1	0	2	1	0	0	0
mir734	NA	0	0	0	0	0	0	0	0	0	0	0	0
arl6	NA	11	18	2	24	16	3	18	24	15	48	36	34
slc5a7a	NA	0	0	0	0	0	0	0	0	0	0	0	2
kctd12.2	NA	10	48	9	11	14	10	48	20	25	37	36	34
lmo7b	NA	0	1	3	4	5	7	1	8	11	16	3	15
klf12a	NA	21	42	15	22	19	14	42	20	23	60	84	50
klf5a	NA	51	5	197	87	23	51	5	553	165	292	148	94
pibf1	NA	55	51	26	47	20	25	51	63	66	121	139	57
gpalpp1	NA	176	220	91	221	57	82	220	215	268	498	474	174
gtf2f2a	NA	261	286	138	238	148	176	286	390	446	726	782	375
tpt1	NA	31894	43797	82642	40717	81205	50817	43797	215347	137018	105098	83574	206060
LOC110439843	NA	0	1	0	0	0	0	1	2	0	2	0	0
zgc:172122	NA	7	11	0	7	1	1	11	3	2	23	6	9
LOC101886453	NA	0	0	0	0	0	0	0	0	0	0	0	2
LOC103910066	NA	83	153	0	51	102	0	153	1	0	107	210	256
LOC108190059	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190061	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439844	NA	0	0	1	0	0	0	0	3	0	0	0	0
LOC101886362	NA	0	0	0	0	0	0	0	0	0	0	0	0
sc:d189	NA	3	19	7	3	1	5	19	6	3	11	12	4
LOC101883801	NA	52	13	97	31	41	138	13	255	402	104	122	77
LOC101886741	NA	0	0	0	0	0	0	0	0	0	0	0	0
usp38	NA	292	229	113	259	82	100	229	241	259	680	654	196
gab1	NA	129	254	124	187	119	95	254	366	307	381	328	256
frem3	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-27h10.2	NA	6	585	5	32	3	15	585	27	19	51	8	10
hhip	NA	8	14	1	11	11	2	14	0	3	39	21	32
LOC110438575	NA	0	0	0	0	0	0	0	0	0	0	0	0
smad1	NA	0	0	0	1	0	0	0	0	0	1	1	0
LOC101886967	NA	0	0	0	0	0	0	0	0	0	0	0	0
tceanc	NA	0	0	0	0	0	0	0	0	0	0	0	0
mmaa	NA	0	0	0	1	0	0	0	0	0	1	0	0
zgc:152968	NA	1	0	0	1	2	0	0	2	2	2	0	4
znf827	NA	402	528	240	379	270	330	528	636	916	1028	1023	746
lsm6	NA	450	206	136	217	135	143	206	323	388	575	1040	299
LOC100538006	NA	0	0	1	0	0	0	0	0	0	0	0	0
pou4f2	NA	0	0	0	0	0	0	0	0	0	0	0	0
ednraa	NA	31	85	28	55	43	29	85	69	53	118	91	82
tmem184c	NA	6	10	20	14	8	17	10	34	45	47	23	19
prmt9	NA	82	36	55	60	36	44	36	167	148	173	197	93
arhgap10	NA	143	226	184	200	173	189	226	522	425	488	418	459
nr3c2	NA	2	0	4	7	7	3	0	15	11	13	9	10
dclk2a	NA	19	40	24	32	21	21	40	59	59	76	40	55
fam193a	NA	305	315	191	271	161	208	315	512	544	792	751	499
tnip2	NA	289	1215	223	236	249	169	1215	549	522	561	732	555
scpp1	NA	0	2	0	0	0	0	2	0	1	0	0	0
sparcl1	NA	2	4	2	2	3	2	4	2	6	4	9	6
LOC108190667	NA	0	0	1	0	0	0	0	0	0	0	0	0
LOC101883466	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-13d11.2	NA	0	1	0	0	0	0	1	0	0	0	0	0
si:ch211-15e22.3	NA	6	7	1	10	1	1	7	3	9	25	17	10
LOC101883643	NA	0	0	0	0	0	0	0	0	0	0	0	0
galnt7	NA	2406	793	1763	2023	1266	1346	793	4702	3719	5509	6474	3289
hmgb2a	NA	4565	3308	829	2245	1101	1312	3308	2166	3754	6061	12389	2686
hand2	NA	220	261	120	155	119	110	261	246	306	412	614	286
fbxo8	NA	409	142	337	585	194	320	142	885	723	1454	1057	479
cep44	NA	35	8	12	29	13	12	8	34	15	74	108	36
hpgd	NA	44	60	18	39	36	13	60	57	30	82	97	89
glra3	NA	1	1	0	0	1	1	1	0	0	1	1	2
LOC103908993	NA	0	0	0	0	0	0	0	0	0	0	0	0
gpm6ab	NA	120	106	42	67	52	10	106	107	67	185	288	147
wdr17	NA	6	7	3	5	8	3	7	10	14	9	8	20
asb5b	NA	3	8	6	1	12	5	8	18	11	9	14	13
spcs3	NA	643	732	452	500	495	474	732	1213	1281	1346	1601	1127
vegfc	NA	34	20	34	21	44	21	20	71	72	70	95	115
mir2197	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190091	NA	0	0	0	0	0	0	0	0	0	0	1	0
zgc:153720	NA	1	11	4	3	0	1	11	4	4	6	7	3
tenm3	NA	102	251	54	101	48	29	251	124	100	235	249	102
dctd	NA	120	60	9	56	4	36	60	26	106	155	288	20
irf2a	NA	141	150	111	142	110	137	150	291	322	388	429	291
tmem134	NA	352	324	299	320	238	322	324	776	844	768	866	588
stox2a	NA	73	101	78	68	94	52	101	199	155	154	214	254
LOC110439845	NA	1	0	0	0	0	3	0	0	1	0	0	4
ing2	NA	106	61	80	78	77	68	61	189	148	175	292	143
sod3b	NA	0	1	0	0	0	1	1	0	2	0	1	3
aip	NA	740	1064	415	761	364	470	1064	1125	1283	2027	2019	978
cdk2ap2	NA	127	218	66	100	62	52	218	184	132	282	349	175
lgi2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
ccdc149b	NA	1	0	0	0	0	1	0	0	0	0	2	1
si:dkey-117m1.4	NA	1	0	3	1	1	1	0	5	4	4	3	0
cntf	NA	17	39	2	9	2	3	39	8	14	35	38	7
si:ch211-113e8.11	NA	36	18	23	20	5	38	18	55	92	70	99	20
si:ch211-113e8.10	NA	47	28	37	36	23	51	28	82	121	89	157	67
zgc:152658	NA	78	192	12	67	15	24	192	29	59	132	223	36
zgc:194443	NA	31	44	15	21	12	19	44	32	50	49	68	32
LOC103909020	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-113e8.9	NA	0	1	1	0	1	0	1	0	1	0	2	1
LOC793449	NA	0	0	0	1	0	0	0	0	0	0	0	0
LOC100330380	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-113e8.5	NA	1	0	0	0	0	0	0	0	0	0	1	0
si:ch211-113e8.3	NA	1	1	0	0	1	0	1	0	0	0	1	0
faah2a	NA	9	6	9	11	3	4	6	6	1	11	6	10
zgc:56493	NA	5263	2296	2073	3096	1285	2774	2296	5492	7167	7940	13775	3338
vwa10.1	NA	1	0	0	0	0	0	0	0	0	0	1	1
vwa10.2	NA	2	1	0	9	0	1	1	5	1	48	9	1
maml3	NA	105	178	97	124	108	74	178	201	244	327	233	242
scoca	NA	287	307	309	374	386	307	307	747	830	971	730	897
clgn	NA	148	188	68	101	80	81	188	156	189	347	342	196
LOC108190121	NA	3	1	2	1	1	0	1	0	0	3	4	1
naa15b	NA	476	573	277	363	258	272	573	744	787	985	1233	768
LOC797949	NA	45	249	19	74	33	33	249	62	114	156	129	106
LOC101885779	NA	0	1	0	0	0	0	1	0	0	1	0	0
wu:fc34e06	NA	0	5	0	0	0	0	5	0	0	1	1	0
zgc:153642	NA	1244	250	215	1160	102	194	250	519	532	2886	3162	276
LOC110439949	NA	2380	567	815	2791	517	908	567	1980	2199	7058	6308	1289
htra3a	NA	682	332	103	682	33	102	332	233	307	1790	1880	72
gpr78a	NA	6	1	1	2	2	1	1	8	7	7	16	2
cpz	NA	81	34	33	93	16	63	34	104	124	171	233	38
hmx4	NA	0	0	0	0	0	0	0	0	0	0	0	0
hmx1	NA	0	0	0	0	0	0	0	0	0	0	0	0
adra2c	NA	0	0	0	0	0	0	0	0	0	0	0	0
lrpap1	NA	57	73	55	80	40	48	73	134	162	172	176	131
dok7	NA	0	2	4	5	3	0	2	15	3	9	2	17
rgs12b	NA	253	659	119	215	122	93	659	322	251	628	706	299
htt	NA	397	493	348	511	307	338	493	907	868	1340	1019	845
si:ch211-89o9.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnae-cuc	NA	0	0	0	0	0	0	0	0	0	0	0	0
paip2b	NA	708	753	725	767	771	723	753	1795	2008	1944	1948	2091
dok1a	NA	5	5	2	2	0	2	5	1	7	9	13	2
si:ch211-89o9.6	NA	68	71	58	55	35	50	71	118	116	144	143	103
trnak-cuu	NA	0	0	0	0	0	0	0	0	0	0	0	0
dtx4	NA	39	165	73	94	84	66	166	189	188	271	114	232
LOC565594	NA	1	0	0	0	0	0	0	0	0	0	0	0
si:dkey-56e3.3	NA	110	110	105	92	80	113	110	278	236	269	291	223
mogs	NA	1003	720	632	854	461	581	720	1693	1488	2260	2920	1194
LOC797711	NA	2	7	6	1	1	0	7	9	0	1	0	3
fbxo41	NA	2	45	10	11	2	2	45	22	6	16	7	11
rnf24	NA	55	381	53	54	52	53	381	126	115	166	135	133
smox	NA	195	2878	47	179	113	71	2878	117	172	520	459	274
LOC110439712	NA	4	1	16	3	5	3	1	58	18	18	12	25
si:dkey-37g12.1	NA	122	43	175	74	118	77	43	494	233	180	342	317
LOC797212	NA	1	0	1	0	2	1	0	12	14	1	2	13
adra1d	NA	16	4	8	10	21	13	4	23	28	26	41	58
ctnna2	NA	4	5	3	10	3	3	5	9	9	25	41	10
LOC108190166	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882853	NA	0	0	0	1	2	0	0	0	0	1	0	1
lrrtm1	NA	6	6	4	3	12	1	6	14	3	14	22	32
LOC110439713	NA	0	0	0	0	0	0	0	0	0	0	0	0
suclg1	NA	3417	5528	2704	3247	2338	3202	5528	6823	8450	8563	9057	5904
cisd2	NA	142	177	76	152	85	97	177	238	311	381	425	227
si:dkey-162b23.4	NA	30	24	41	24	31	29	24	121	64	61	58	55
bdh2	NA	731	327	347	705	297	408	327	952	1095	1889	1829	713
tacr3a	NA	0	0	1	2	0	0	0	2	1	3	2	3
si:dkey-22i16.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-22i16.3	NA	0	1	0	0	0	0	1	0	0	0	1	0
scpp5	NA	0	0	0	2	0	0	0	0	0	2	0	1
scpp7	NA	0	0	0	0	1	0	0	0	0	0	2	0
scpp6	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439846	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-22i16.7	NA	0	1	0	0	0	0	1	0	0	0	0	0
odam	NA	0	0	0	0	0	0	0	1	1	0	0	0
