isoform	gene	length
transcript:AT1G03620.2	AT1G03620	1922
transcript:AT1G03620.3	AT1G03620	1796
transcript:AT1G03620.4	AT1G03620	1585
transcript:AT1G03620.5	AT1G03620	1378
transcript:AT1G03620.6	AT1G03620	1743
transcript:AT1G03620.7	AT1G03620	1585
transcript:AT1G03620.8	AT1G03620	1387
transcript:AT1G03620.9	AT1G03620	1382
transcript:AT1G03620.10	AT1G03620	1339
transcript:AT1G03620.11	AT1G03620	1312
transcript:AT1G03620.12	AT1G03620	1494
transcript:AT1G03620.13	AT1G03620	1275
transcript:AT1G03630.1	AT1G03630	1787
transcript:AT1G03630.2	AT1G03630	1379
transcript:AT1G03640.1	AT1G03640	73
transcript:ENSRNA049492614-T1	ENSRNA049492614	73
transcript:AT1G03650.1	AT1G03650	892
transcript:AT1G03660.1	AT1G03660	1019
transcript:AT1G03660.2	AT1G03660	794
transcript:AT1G04203.1	AT1G04203	206
transcript:AT1G03670.1	AT1G03670	1851
transcript:AT1G03680.1	AT1G03680	957
transcript:AT1G03687.1	AT1G03687	1455
transcript:AT1G03687.2	AT1G03687	1428
transcript:AT1G03700.1	AT1G03700	837
transcript:AT1G03710.1	AT1G03710	997
transcript:AT1G03710.2	AT1G03710	743
transcript:AT1G03720.2	AT1G03720	901
transcript:AT1G03720.1	AT1G03720	825
transcript:AT1G04207.1	AT1G04207	212
transcript:AT1G03730.1	AT1G03730	1271
transcript:AT1G03740.2	AT1G03740	3294
transcript:AT1G03740.1	AT1G03740	3085
transcript:AT1G04213.1	AT1G04213	110
transcript:ENSRNA049495711-T1	ENSRNA049495711	90
transcript:AT1G03743.1	AT1G03743	81
transcript:AT1G03746.1	AT1G03746	85
transcript:AT1G03750.1	AT1G03750	2777
transcript:AT1G03760.1	AT1G03760	1382
transcript:AT1G03770.2	AT1G03770	1659
transcript:AT1G03770.3	AT1G03770	1751
transcript:AT1G03770.4	AT1G03770	2054
transcript:AT1G03770.1	AT1G03770	1815
transcript:AT1G03770.5	AT1G03770	1976
transcript:AT1G03770.6	AT1G03770	1473
transcript:AT1G03780.3	AT1G03780	2539
transcript:AT1G03780.2	AT1G03780	2660
transcript:AT1G03780.1	AT1G03780	2504
transcript:AT1G03790.1	AT1G03790	1855
transcript:AT1G03800.1	AT1G03800	1280
transcript:AT1G03810.1	AT1G03810	432
transcript:AT1G03820.1	AT1G03820	1127
transcript:AT1G03830.2	AT1G03830	3654
transcript:AT1G03830.1	AT1G03830	3153
transcript:AT1G03840.1	AT1G03840	1923
transcript:AT1G03840.2	AT1G03840	1590
transcript:AT1G03850.3	AT1G03850	1175
transcript:AT1G03850.1	AT1G03850	1104
transcript:AT1G03850.2	AT1G03850	752
transcript:AT1G03860.1	AT1G03860	1398
transcript:AT1G03860.3	AT1G03860	1400
transcript:AT1G03860.2	AT1G03860	1355
transcript:AT1G03870.1	AT1G03870	1164
transcript:AT1G03880.1	AT1G03880	1633
transcript:AT1G03890.1	AT1G03890	1520
transcript:AT1G03900.1	AT1G03900	1239
transcript:AT1G03905.4	AT1G03905	1574
transcript:AT1G03905.1	AT1G03905	1346
transcript:AT1G03905.2	AT1G03905	1666
transcript:AT1G03905.3	AT1G03905	1592
transcript:AT1G03910.1	AT1G03910	2565
transcript:AT1G03910.2	AT1G03910	2466
transcript:AT1G03920.1	AT1G03920	2237
transcript:AT1G03920.2	AT1G03920	2164
transcript:AT1G03920.3	AT1G03920	2103
transcript:AT1G03930.1	AT1G03930	2419
transcript:AT1G04217.1	AT1G04217	144
transcript:ENSRNA049495694-T1	ENSRNA049495694	144
transcript:ENSRNA049495701-T1	ENSRNA049495701	90
transcript:AT1G03935.1	AT1G03935	87
transcript:ENSRNA049495704-T1	ENSRNA049495704	95
transcript:AT1G04223.1	AT1G04223	117
transcript:AT1G03940.1	AT1G03940	1918
transcript:AT1G04227.1	AT1G04227	108
transcript:AT1G03950.1	AT1G03950	1023
transcript:AT1G03960.2	AT1G03960	2555
transcript:AT1G03960.1	AT1G03960	2422
transcript:AT1G03960.3	AT1G03960	2518
transcript:AT1G03960.4	AT1G03960	2531
transcript:AT1G03960.5	AT1G03960	2509
transcript:AT1G03960.6	AT1G03960	2255
transcript:AT1G03960.7	AT1G03960	1529
transcript:AT1G03970.1	AT1G03970	1190
transcript:AT1G04233.1	AT1G04233	392
transcript:AT1G03980.1	AT1G03980	1186
transcript:AT1G03980.2	AT1G03980	1662
transcript:AT1G03980.3	AT1G03980	1596
transcript:AT1G03980.4	AT1G03980	1371
transcript:AT1G03982.1	AT1G03982	1290
transcript:AT1G03990.1	AT1G03990	2384
transcript:AT1G04000.1	AT1G04000	1267
transcript:AT1G04010.1	AT1G04010	2669
transcript:AT1G04020.1	AT1G04020	2476
transcript:AT1G04020.2	AT1G04020	2394
transcript:AT1G04030.1	AT1G04030	1854
transcript:AT1G04030.2	AT1G04030	1519
transcript:AT1G04040.1	AT1G04040	1086
transcript:AT1G04237.1	AT1G04237	298
transcript:AT1G04050.3	AT1G04050	2455
transcript:AT1G04050.1	AT1G04050	2855
transcript:AT1G04050.2	AT1G04050	2834
transcript:AT1G04070.1	AT1G04070	690
transcript:AT1G04080.3	AT1G04080	2963
transcript:AT1G04080.1	AT1G04080	2759
transcript:AT1G04080.4	AT1G04080	2791
transcript:AT1G04080.5	AT1G04080	2188
transcript:AT1G04080.2	AT1G04080	2368
transcript:AT1G04090.1	AT1G04090	2110
transcript:AT1G04100.1	AT1G04100	1308
transcript:AT1G04105.1	AT1G04105	402
transcript:AT1G04110.1	AT1G04110	2513
transcript:AT1G04120.1	AT1G04120	5620
transcript:AT1G04120.2	AT1G04120	5386
transcript:AT1G04120.3	AT1G04120	5264
transcript:AT1G04243.1	AT1G04243	207
transcript:AT1G04130.1	AT1G04130	1468
transcript:AT1G04130.2	AT1G04130	1027
transcript:AT1G04140.1	AT1G04140	3123
transcript:AT1G04140.2	AT1G04140	3138
transcript:AT1G04150.1	AT1G04150	3408
transcript:AT1G04160.1	AT1G04160	5192
transcript:AT1G04160.2	AT1G04160	5282
transcript:AT1G04170.1	AT1G04170	1860
transcript:AT1G04170.2	AT1G04170	2026
transcript:AT1G04180.1	AT1G04180	1649
transcript:AT1G04190.1	AT1G04190	1418
transcript:AT1G04200.1	AT1G04200	2760
transcript:AT1G04200.2	AT1G04200	3102
transcript:AT1G04200.3	AT1G04200	2440
transcript:AT1G04210.1	AT1G04210	4016
transcript:AT1G04220.1	AT1G04220	2044
transcript:AT1G04247.1	AT1G04247	2302
transcript:AT1G04230.1	AT1G04230	1999
transcript:AT1G04230.2	AT1G04230	1373
transcript:AT1G04240.2	AT1G04240	1355
transcript:AT1G04240.1	AT1G04240	1189
transcript:AT1G04253.1	AT1G04253	690
transcript:AT1G04250.1	AT1G04250	1317
transcript:AT1G04260.1	AT1G04260	1287
transcript:AT1G04270.1	AT1G04270	923
transcript:AT1G04270.2	AT1G04270	795
transcript:AT1G04280.1	AT1G04280	2362
transcript:AT1G04280.2	AT1G04280	2510
transcript:AT1G04290.1	AT1G04290	1073
transcript:AT1G04290.2	AT1G04290	384
transcript:AT1G04295.1	AT1G04295	552
transcript:AT1G04300.1	AT1G04300	3688
transcript:AT1G04300.4	AT1G04300	3535
transcript:AT1G04300.5	AT1G04300	3758
transcript:AT1G04300.6	AT1G04300	2800
transcript:AT1G04300.2	AT1G04300	3783
transcript:AT1G04300.3	AT1G04300	3610
transcript:AT1G04310.2	AT1G04310	2464
transcript:AT1G04310.1	AT1G04310	2572
transcript:AT1G04320.1	AT1G04320	71
transcript:AT1G04330.1	AT1G04330	694
transcript:AT1G04340.1	AT1G04340	1044
transcript:AT1G04350.1	AT1G04350	2066
transcript:AT1G04360.1	AT1G04360	1747
transcript:AT1G04370.1	AT1G04370	736
transcript:AT1G04380.2	AT1G04380	1872
transcript:AT1G04380.1	AT1G04380	1528
transcript:AT1G04257.1	AT1G04257	252
transcript:AT1G04390.1	AT1G04390	3466
transcript:AT1G04400.1	AT1G04400	2661
transcript:AT1G04400.2	AT1G04400	2422
transcript:AT1G04410.1	AT1G04410	1613
transcript:AT1G04420.1	AT1G04420	1539
transcript:AT1G04425.1	AT1G04425	457
transcript:AT1G04430.1	AT1G04430	2593
transcript:AT1G04430.2	AT1G04430	2473
transcript:AT1G04430.3	AT1G04430	2517
transcript:AT1G04440.1	AT1G04440	2407
transcript:AT1G04445.2	AT1G04445	1103
transcript:AT1G04445.1	AT1G04445	596
transcript:AT1G04450.1	AT1G04450	1057
transcript:AT1G04455.1	AT1G04455	354
transcript:AT1G04470.1	AT1G04470	3611
transcript:ENSRNA049495709-T1	ENSRNA049495709	117
transcript:AT1G04263.1	AT1G04263	101
transcript:AT1G04480.1	AT1G04480	822
transcript:AT1G04267.1	AT1G04267	140
transcript:AT1G04273.1	AT1G04273	144
transcript:AT1G04277.1	AT1G04277	141
transcript:AT1G04490.3	AT1G04490	2191
transcript:AT1G04490.4	AT1G04490	2131
transcript:AT1G04490.5	AT1G04490	2031
transcript:AT1G04490.6	AT1G04490	1805
transcript:AT1G04490.7	AT1G04490	1769
transcript:AT1G04490.8	AT1G04490	1750
transcript:AT1G04490.1	AT1G04490	1663
transcript:AT1G04490.9	AT1G04490	1608
transcript:AT1G04490.2	AT1G04490	1612
transcript:AT1G04500.1	AT1G04500	1698
transcript:AT1G04500.3	AT1G04500	1581
transcript:AT1G04500.2	AT1G04500	1756
transcript:AT1G04500.4	AT1G04500	1622
transcript:AT1G04510.1	AT1G04510	2193
transcript:AT1G04510.2	AT1G04510	1981
transcript:AT1G04520.1	AT1G04520	1569
transcript:AT1G04530.1	AT1G04530	1524
transcript:AT1G04540.1	AT1G04540	2446
transcript:AT1G04550.2	AT1G04550	1355
transcript:AT1G04550.1	AT1G04550	1391
transcript:AT1G04555.1	AT1G04555	991
transcript:AT1G04560.1	AT1G04560	855
transcript:AT1G04570.1	AT1G04570	2163
transcript:AT1G04570.2	AT1G04570	2038
transcript:AT1G04580.1	AT1G04580	4604
transcript:AT1G04590.1	AT1G04590	1409
transcript:AT1G04590.2	AT1G04590	1351
transcript:AT1G04600.1	AT1G04600	5766
transcript:AT1G04610.1	AT1G04610	1774
transcript:AT1G04620.1	AT1G04620	2222
transcript:AT1G04625.1	AT1G04625	774
transcript:AT1G04630.1	AT1G04630	745
transcript:AT1G04635.1	AT1G04635	725
transcript:AT1G04640.1	AT1G04640	994
transcript:AT1G04640.2	AT1G04640	1139
transcript:AT1G04645.1	AT1G04645	494
transcript:AT1G04650.1	AT1G04650	3380
transcript:AT1G04650.2	AT1G04650	2767
transcript:AT1G04283.1	AT1G04283	244
transcript:AT1G04660.1	AT1G04660	1406
transcript:AT1G04670.1	AT1G04670	763
transcript:AT1G04680.1	AT1G04680	2074
transcript:AT1G04690.1	AT1G04690	1609
transcript:AT1G04700.1	AT1G04700	4082
transcript:AT1G04700.3	AT1G04700	3260
transcript:AT1G04700.2	AT1G04700	3819
transcript:AT1G04710.1	AT1G04710	1672
transcript:AT1G04720.1	AT1G04720	75
transcript:AT1G04730.1	AT1G04730	3201
transcript:AT1G04730.2	AT1G04730	3114
transcript:AT1G04730.3	AT1G04730	2562
transcript:AT1G04730.4	AT1G04730	3099
transcript:AT1G04750.1	AT1G04750	1276
transcript:AT1G04750.2	AT1G04750	1089
transcript:AT1G04750.3	AT1G04750	1207
transcript:AT1G04750.4	AT1G04750	1165
transcript:AT1G04287.1	AT1G04287	317
transcript:AT1G04760.1	AT1G04760	1179
transcript:AT1G04760.2	AT1G04760	1379
transcript:AT1G04770.1	AT1G04770	1284
transcript:AT1G04778.1	AT1G04778	848
transcript:AT1G04780.1	AT1G04780	3161
transcript:AT1G04790.1	AT1G04790	2751
transcript:AT1G04800.1	AT1G04800	1027
transcript:AT1G04810.1	AT1G04810	3435
transcript:AT1G04820.1	AT1G04820	1971
transcript:AT1G04830.2	AT1G04830	1763
transcript:AT1G04830.1	AT1G04830	1735
transcript:AT1G04830.3	AT1G04830	1525
transcript:AT1G04840.1	AT1G04840	2703
transcript:AT1G04850.2	AT1G04850	1665
transcript:AT1G04850.1	AT1G04850	1669
transcript:AT1G04860.1	AT1G04860	3438
transcript:AT1G04870.1	AT1G04870	1537
transcript:AT1G04870.2	AT1G04870	1626
transcript:AT1G04880.1	AT1G04880	1767
transcript:AT1G04890.1	AT1G04890	2023
transcript:AT1G04293.1	AT1G04293	270
transcript:AT1G04895.1	AT1G04895	246
transcript:AT1G04900.1	AT1G04900	1734
transcript:AT1G04297.1	AT1G04297	655
transcript:AT1G04910.1	AT1G04910	2097
transcript:AT1G04303.1	AT1G04303	238
transcript:AT1G04920.1	AT1G04920	3626
transcript:AT1G04930.3	AT1G04930	1360
transcript:AT1G04930.1	AT1G04930	1406
transcript:AT1G04930.2	AT1G04930	1409
transcript:AT1G04945.3	AT1G04945	2532
transcript:AT1G04945.2	AT1G04945	1698
transcript:AT1G04945.4	AT1G04945	1596
transcript:AT1G04945.1	AT1G04945	1626
transcript:AT1G04940.1	AT1G04940	1198
transcript:AT1G04950.1	AT1G04950	2254
transcript:AT1G04950.3	AT1G04950	2362
transcript:AT1G04950.2	AT1G04950	2140
transcript:AT1G04960.2	AT1G04960	1698
transcript:AT1G04960.1	AT1G04960	1450
transcript:AT1G04970.2	AT1G04970	1828
transcript:AT1G04970.1	AT1G04970	1791
transcript:AT1G04970.3	AT1G04970	2082
transcript:AT1G04980.1	AT1G04980	1667
transcript:AT1G04985.1	AT1G04985	1539
transcript:AT1G04985.2	AT1G04985	2122
transcript:AT1G04990.2	AT1G04990	1715
transcript:AT1G04990.1	AT1G04990	1921
transcript:AT1G04990.3	AT1G04990	2181
transcript:AT1G04990.4	AT1G04990	2075
transcript:AT1G04990.5	AT1G04990	1815
transcript:AT1G04990.6	AT1G04990	1648
transcript:AT1G05000.1	AT1G05000	1245
transcript:AT1G05000.2	AT1G05000	1341
transcript:AT1G05000.3	AT1G05000	2909
transcript:AT1G05005.1	AT1G05005	684
transcript:AT1G04307.1	AT1G04307	448
transcript:AT1G05010.1	AT1G05010	1529
transcript:AT1G05020.1	AT1G05020	2609
transcript:AT1G05030.1	AT1G05030	1883
transcript:AT1G05030.2	AT1G05030	2371
transcript:AT1G04313.1	AT1G04313	348
transcript:AT1G05035.1	AT1G05035	363
transcript:AT1G04323.1	AT1G04323	239
transcript:AT1G05040.2	AT1G05040	996
transcript:AT1G05040.1	AT1G05040	829
transcript:AT1G05055.1	AT1G05055	1597
transcript:AT1G05060.1	AT1G05060	1029
transcript:AT1G05065.1	AT1G05065	717
transcript:AT1G05070.1	AT1G05070	991
transcript:AT1G05080.1	AT1G05080	1320
transcript:AT1G05085.1	AT1G05085	375
transcript:AT1G04327.1	AT1G04327	224
transcript:AT1G04333.1	AT1G04333	298
transcript:AT1G05087.1	AT1G05087	946
transcript:AT1G05087.2	AT1G05087	1060
transcript:AT1G05090.1	AT1G05090	1514
transcript:AT1G05100.1	AT1G05100	1341
transcript:AT1G05120.1	AT1G05120	2886
transcript:AT1G05120.2	AT1G05120	2989
transcript:AT1G05136.1	AT1G05136	141
transcript:AT1G05140.1	AT1G05140	1514
transcript:AT1G05150.1	AT1G05150	2961
transcript:AT1G05160.2	AT1G05160	2069
transcript:AT1G05160.1	AT1G05160	2136
transcript:AT1G05170.2	AT1G05170	2027
transcript:AT1G05170.1	AT1G05170	2221
transcript:AT1G04337.1	AT1G04337	368
transcript:AT1G05180.2	AT1G05180	1817
transcript:AT1G05180.3	AT1G05180	1942
transcript:AT1G05180.1	AT1G05180	2044
transcript:AT1G05190.1	AT1G05190	1051
transcript:AT1G05200.3	AT1G05200	2781
transcript:AT1G05200.4	AT1G05200	2321
transcript:AT1G05200.2	AT1G05200	3305
transcript:AT1G05200.5	AT1G05200	2249
transcript:AT1G05200.6	AT1G05200	3261
transcript:AT1G05200.1	AT1G05200	3388
transcript:AT1G05200.7	AT1G05200	2765
transcript:AT1G04343.1	AT1G04343	370
transcript:AT1G05205.1	AT1G05205	617
transcript:AT1G04347.1	AT1G04347	411
transcript:AT1G05210.1	AT1G05210	770
transcript:AT1G05220.1	AT1G05220	717
transcript:AT1G04353.1	AT1G04353	1461
transcript:AT1G05230.3	AT1G05230	2678
transcript:AT1G05230.1	AT1G05230	3520
transcript:AT1G05230.4	AT1G05230	2974
transcript:AT1G05230.2	AT1G05230	2983
transcript:AT1G05230.8	AT1G05230	3231
transcript:AT1G05230.9	AT1G05230	3140
transcript:AT1G05230.11	AT1G05230	2424
transcript:AT1G05230.5	AT1G05230	3644
transcript:AT1G05230.6	AT1G05230	3553
transcript:AT1G05230.7	AT1G05230	3526
transcript:AT1G05230.10	AT1G05230	2557
transcript:AT1G05230.12	AT1G05230	2134
transcript:AT1G05240.1	AT1G05240	2478
transcript:AT1G04357.1	AT1G04357	509
transcript:AT1G04363.1	AT1G04363	282
transcript:AT1G04367.1	AT1G04367	671
transcript:AT1G05250.1	AT1G05250	1492
transcript:AT1G05260.1	AT1G05260	1254
transcript:AT1G05270.1	AT1G05270	1743
transcript:AT1G05280.1	AT1G05280	1913
transcript:AT1G05280.2	AT1G05280	2299
transcript:AT1G04373.1	AT1G04373	212
transcript:AT1G05290.1	AT1G05290	1126
transcript:AT1G05291.1	AT1G05291	724
transcript:AT1G04377.1	AT1G04377	319
transcript:AT1G04383.1	AT1G04383	238
transcript:AT1G04387.1	AT1G04387	451
transcript:AT1G05300.1	AT1G05300	1554
transcript:AT1G05300.2	AT1G05300	1838
transcript:AT1G05310.1	AT1G05310	1447
transcript:AT1G05320.1	AT1G05320	2794
transcript:AT1G05320.3	AT1G05320	2842
transcript:AT1G05320.4	AT1G05320	2800
transcript:AT1G05320.2	AT1G05320	2639
transcript:AT1G05320.5	AT1G05320	3036
transcript:AT1G05320.6	AT1G05320	2902
transcript:AT1G05320.7	AT1G05320	2824
transcript:AT1G05320.8	AT1G05320	2670
transcript:AT1G05320.9	AT1G05320	2930
transcript:AT1G05330.1	AT1G05330	688
transcript:AT1G05340.1	AT1G05340	791
transcript:AT1G05350.1	AT1G05350	1913
transcript:AT1G05360.1	AT1G05360	1763
transcript:AT1G05360.2	AT1G05360	2271
transcript:AT1G05360.3	AT1G05360	1990
transcript:AT1G05370.1	AT1G05370	1714
transcript:AT1G05380.2	AT1G05380	4229
transcript:AT1G05380.3	AT1G05380	4244
transcript:AT1G05380.1	AT1G05380	4173
transcript:AT1G05385.2	AT1G05385	696
transcript:AT1G05385.1	AT1G05385	788
transcript:AT1G05390.1	AT1G05390	74
transcript:AT1G05400.1	AT1G05400	996
transcript:AT1G05400.2	AT1G05400	962
transcript:AT1G05410.2	AT1G05410	1657
transcript:AT1G05410.1	AT1G05410	1758
transcript:AT1G05420.2	AT1G05420	1040
transcript:AT1G05420.1	AT1G05420	961
transcript:AT1G05430.1	AT1G05430	1176
transcript:AT1G05440.1	AT1G05440	1619
transcript:AT1G05450.2	AT1G05450	874
transcript:AT1G05450.1	AT1G05450	464
transcript:AT1G05460.1	AT1G05460	3382
transcript:AT1G05460.2	AT1G05460	2926
transcript:AT1G05470.1	AT1G05470	2988
transcript:AT1G05470.2	AT1G05470	3518
transcript:AT1G05490.1	AT1G05490	4735
transcript:AT1G05500.1	AT1G05500	2211
transcript:AT1G05500.2	AT1G05500	1793
transcript:AT1G05510.1	AT1G05510	980
transcript:AT1G05520.1	AT1G05520	2944
transcript:AT1G05530.1	AT1G05530	1666
transcript:AT1G05540.1	AT1G05540	1401
transcript:AT1G05540.2	AT1G05540	1472
transcript:AT1G05550.3	AT1G05550	1597
transcript:AT1G05550.2	AT1G05550	1267
transcript:AT1G05550.1	AT1G05550	1333
transcript:AT1G05550.4	AT1G05550	855
transcript:AT1G05560.2	AT1G05560	2136
transcript:AT1G05560.1	AT1G05560	1840
transcript:AT1G05562.1	AT1G05562	2136
transcript:AT1G05570.3	AT1G05570	6453
transcript:AT1G05570.1	AT1G05570	6536
transcript:AT1G05570.4	AT1G05570	6272
transcript:AT1G05570.2	AT1G05570	6108
transcript:at1g04393	AT1G04393	404
transcript:ENSRNA049757533-T1	ENSRNA049757533	404
transcript:AT1G04397.1	AT1G04397	207
transcript:AT1G05575.1	AT1G05575	710
transcript:AT1G05577.1	AT1G05577	1520
transcript:AT1G05580.1	AT1G05580	2972
transcript:AT1G05580.2	AT1G05580	2879
transcript:AT1G05590.1	AT1G05590	2305
transcript:AT1G05590.2	AT1G05590	2480
transcript:AT1G05590.3	AT1G05590	2157
transcript:AT1G05600.1	AT1G05600	1795
transcript:AT1G05600.3	AT1G05600	1650
transcript:AT1G05600.2	AT1G05600	1671
transcript:AT1G05610.2	AT1G05610	1606
transcript:AT1G05610.1	AT1G05610	1608
transcript:AT1G05615.1	AT1G05615	519
transcript:AT1G05620.1	AT1G05620	1557
transcript:AT1G05620.2	AT1G05620	1295
transcript:AT1G05630.1	AT1G05630	3982
transcript:AT1G05630.2	AT1G05630	3875
transcript:AT1G05630.3	AT1G05630	3825
transcript:AT1G05640.1	AT1G05640	2338
transcript:AT1G05650.1	AT1G05650	1500
transcript:AT1G04403.1	AT1G04403	329
transcript:AT1G05660.1	AT1G05660	1534
transcript:AT1G05670.1	AT1G05670	3273
transcript:AT1G05670.2	AT1G05670	3256
transcript:AT1G05670.3	AT1G05670	3373
transcript:AT1G05675.1	AT1G05675	1493
transcript:AT1G05680.1	AT1G05680	1755
transcript:AT1G05690.1	AT1G05690	1948
transcript:AT1G05700.1	AT1G05700	2880
transcript:AT1G05700.2	AT1G05700	2944
transcript:AT1G04407.1	AT1G04407	262
transcript:AT1G05710.2	AT1G05710	1352
transcript:AT1G05710.3	AT1G05710	1286
transcript:AT1G05710.6	AT1G05710	1270
transcript:AT1G05710.7	AT1G05710	1991
transcript:AT1G05710.8	AT1G05710	1737
transcript:AT1G05710.9	AT1G05710	1279
transcript:AT1G05710.1	AT1G05710	2039
transcript:AT1G05710.10	AT1G05710	2105
transcript:AT1G05710.11	AT1G05710	1946
transcript:AT1G05710.12	AT1G05710	1924
transcript:AT1G05710.5	AT1G05710	1179
transcript:AT1G05710.4	AT1G05710	1183
transcript:AT1G05710.13	AT1G05710	1503
transcript:AT1G05710.14	AT1G05710	886
transcript:AT1G05720.1	AT1G05720	840
transcript:AT1G04413.1	AT1G04413	360
transcript:AT1G05730.1	AT1G05730	1430
transcript:AT1G05730.2	AT1G05730	678
transcript:AT1G04417.1	AT1G04417	360
transcript:AT1G05740.1	AT1G05740	519
transcript:AT1G05750.1	AT1G05750	3226
transcript:AT1G05750.2	AT1G05750	2713
transcript:AT1G05760.1	AT1G05760	658
transcript:AT1G05760.2	AT1G05760	682
transcript:AT1G05770.1	AT1G05770	785
transcript:AT1G05780.1	AT1G05780	864
transcript:at1g04423	AT1G04423	153
transcript:ENSRNA049757536-T1	ENSRNA049757536	153
transcript:AT1G05783.1	AT1G05783	550
transcript:AT1G04427.1	AT1G04427	304
transcript:AT1G05785.3	AT1G05785	1061
transcript:AT1G05785.4	AT1G05785	970
transcript:AT1G05785.1	AT1G05785	772
transcript:AT1G05785.2	AT1G05785	808
transcript:AT1G05785.5	AT1G05785	1397
transcript:AT1G05785.6	AT1G05785	1055
transcript:AT1G05785.7	AT1G05785	620
transcript:AT1G05790.3	AT1G05790	2614
transcript:AT1G05790.4	AT1G05790	2448
transcript:AT1G05790.2	AT1G05790	2605
transcript:AT1G05790.1	AT1G05790	2184
transcript:AT1G05800.1	AT1G05800	1416
transcript:AT1G05805.1	AT1G05805	1795
transcript:AT1G05810.2	AT1G05810	1017
transcript:AT1G05810.1	AT1G05810	657
transcript:AT1G05820.1	AT1G05820	2178
transcript:AT1G05820.3	AT1G05820	2471
transcript:AT1G05820.2	AT1G05820	2041
transcript:AT1G05820.4	AT1G05820	1648
transcript:AT1G05830.3	AT1G05830	4166
transcript:AT1G05830.4	AT1G05830	4094
transcript:AT1G05830.1	AT1G05830	3983
transcript:AT1G05830.2	AT1G05830	3799
transcript:AT1G05835.1	AT1G05835	599
transcript:AT1G04433.1	AT1G04433	331
transcript:AT1G05840.1	AT1G05840	1700
transcript:AT1G04437.1	AT1G04437	257
transcript:AT1G05850.1	AT1G05850	1620
transcript:AT1G05850.2	AT1G05850	1905
transcript:AT1G05860.1	AT1G05860	1375
transcript:AT1G05860.2	AT1G05860	1855
transcript:AT1G05860.3	AT1G05860	842
transcript:AT1G05870.1	AT1G05870	1787
transcript:AT1G05870.5	AT1G05870	1710
transcript:AT1G05870.6	AT1G05870	1653
transcript:AT1G05870.7	AT1G05870	1620
transcript:AT1G05870.8	AT1G05870	1431
transcript:AT1G05870.2	AT1G05870	1485
transcript:AT1G05870.9	AT1G05870	1652
transcript:AT1G05870.10	AT1G05870	1575
transcript:AT1G05870.11	AT1G05870	1518
transcript:AT1G05870.12	AT1G05870	1424
transcript:AT1G05870.3	AT1G05870	1117
transcript:AT1G05870.4	AT1G05870	1284
transcript:AT1G05880.1	AT1G05880	1705
transcript:AT1G05880.2	AT1G05880	1726
transcript:AT1G05880.3	AT1G05880	1827
transcript:AT1G05890.2	AT1G05890	2421
transcript:AT1G05890.1	AT1G05890	2496
transcript:AT1G05894.1	AT1G05894	1591
transcript:AT1G05900.2	AT1G05900	1443
transcript:AT1G05900.1	AT1G05900	1548
transcript:AT1G05910.1	AT1G05910	4018
transcript:AT1G05920.1	AT1G05920	1477
transcript:AT1G05930.1	AT1G05930	957
transcript:AT1G05940.1	AT1G05940	2023
transcript:AT1G05940.2	AT1G05940	2108
transcript:AT1G05940.3	AT1G05940	2067
transcript:AT1G05940.4	AT1G05940	2324
transcript:AT1G05950.1	AT1G05950	2255
transcript:AT1G05950.2	AT1G05950	2415
transcript:AT1G05950.3	AT1G05950	2346
transcript:AT1G05950.4	AT1G05950	2324
transcript:AT1G05950.5	AT1G05950	2244
transcript:AT1G05960.1	AT1G05960	3738
transcript:AT1G05960.3	AT1G05960	3666
transcript:AT1G05960.4	AT1G05960	3583
transcript:AT1G05960.2	AT1G05960	3685
transcript:AT1G05970.2	AT1G05970	1142
transcript:AT1G05970.1	AT1G05970	861
