gene_id	gene_length
LOC556363	4783
soul5l	7874
LOC103909566	17213
wu:fk65c09	6826
LOC100007608	16762
lpar2b	24252
akap8l	19100
mvb12a	6193
olfm2b	7715
col5a3b	35085
rdh8b	9587
txndc11	9671
parn	9865
LOC108190785	1576
LOC100535454	7845
cyp3a65	9931
mslnb	44597
LOC100330916	105770
LOC103909584	28700
zgc:77358	6737
zmp:0000001082	12994
wfikkn1	2244
LOC101884641	4513
zmp:0000000625	3341
dnm3b	6869
znfl2b	2892
zgc:158345	10396
LOC101884938	4745
LOC101885099	8155
zgc:153913	3359
cldn1	3174
LOC100536119	4874
LOC100331268	14154
angptl1b	3870
tada1	4363
fggy	4788
znfl2a	3938
igfbp1b	3512
adcy1b	26464
zgc:154086	12539
zgc:113518	10699
LOC101885894	1678
znf1014	9479
LOC100332787	3788
LOC101886047	6764
zgc:113293	5301
dhx30	35050
LOC570723	3152
LOC101886255	89227
phlpp1	25999
si:ch73-40a17.3	10016
si:ch73-40a17.4	4979
znf1008	4178
LOC101886546	5841
zgc:113452	8069
LOC794642	3395
zgc:174263	7181
LOC110437952	3011
si:dkey-33c14.3	1957
LOC101882185	837
sharpin	10407
si:dkey-33c14.6	3265
si:dkey-33c14.7	724
wrnip1	15448
mylk4a	32964
foxc1a	2179
ftr93	10235
foxf2a	2722
foxq1a	1391
irf4a	26360
dusp22b	17003
ripk1l	16161
LOC101885450	5769
si:ch211-241e1.5	6367
si:ch211-241e1.3	41146
cacna1eb	119232
polr2d	5229
LOC100331077	14946
LOC100331149	18368
abcf3	7828
znf521	80214
ss18	16415
dsg2l	32809
si:ch73-140j24.4	17833
rpe65a	14794
gpaa1	16859
si:ch211-188c16.1	15953
c8a	12479
c8b	14175
dab1b	47805
prkacbb	27982
si:ch1073-339l18.2	1705
LOC110437908	2572
LOC110437953	148277
LOC100538279	84763
LOC100535070	16196
exosc4	4542
bcl10	6553
mcoln3a	26891
ssx2ipa	20349
tubb2	9720
slc22a23	72100
dspa	52369
higd1a	5202
ccdc13	27277
tmie	55699
pth1ra	161033
mir460	76
myl13	11033
LOC100335005	105258
LOC108179023	1141
LOC402879	5581
serbp1b	13705
aqp1a.1	11652
aqp1a.2	8948
thoc1	18023
usp14	22693
rock1	82216
eif2b5	13068
LOC101882074	662
si:ch1073-82l19.1	29996
pik3r3a	31197
ipp	29377
guk1a	19062
zgc:63882	20177
arf1	14290
wnt3a	55497
wnt9a	69667
snap47	22871
jmjd4	10804
iba57	3511
LOC101887081	23695
cyp8b1	1974
cyp8b2	1966
cyp8b3	1950
cx47.1	25623
zgc:92744	6898
fuz	7223
gpt2l	39879
c1ql3b	2642
pter	10293
mmp16b	47735
LOC108179498	364
egfra	124121
npc1	43208
mpp7b	24162
mkxb	23117
LOC110437954	3027
rab18b	13103
LOC100331480	6832
yme1l1b	26221
mib1	87101
mir133a-1	98
mir1-2	86
gata6	10849
LOC110437955	6843
cables1	54350
wacb	12741
bambib	6064
adipoqb	5751
tmtopsa	76211
LOC101886376	503
tnk2b	109663
tfr1a	30880
si:ch211-162e15.3	3457
dlg1l	171900
LOC108182396	1813
ptmab	3153
phb2a	21748
pex5lb	71898
gnb4a	23584
mfn1a	35066
si:ch1073-184j22.1	27894
si:ch1073-184j22.2	7785
sft2d3	1646
wdr33	33265
dusp28	4598
proca	18589
saga	24895
cldn15la	8898
crfb16	15406
parla	17132
LOC110437956	1293
mb21d2	16571
fgf12a	94226
cwc25	14364
sst2	2491
nyap2b	40530
slc35d1b	16451
mier1b	24644
si:ch211-273k1.5	1554
dis3l2	41719
si:ch211-168b3.1	36610
tmem125b	13042
slc1a7a	51102
scp2a	34542
si:ch211-284b7.3	9820
uck2b	13500
aldh9a1b	24736
zte38	11950
prdx1	9198
fzr1b	22638
si:ch73-182a11.2	30229
si:ch73-344o19.1	15757
LOC108192159	30461
gng5	6023
zp3b	5503
arl14	1028
ppm1la	26685
otol1a	12528
si:dkey-119f1.1	135155
rgs13	6673
rgs1	7328
rgs18	12973
brinp3b	71509
rgs5b	3267
nos1apb	31092
ddr2b	33325
xpr1b	57961
cdc14aa	30505
vcam1a	7581
extl2	8441
zgc:110366	16181
rc3h1b	39919
si:ch211-13f8.1	17088
si:ch211-13f8.2	22290
zgc:153115	8308
si:dkeyp-106c3.1	152937
LOC100001550	1306
asip2b	7246
LOC103910208	7596
trnak-cuu_1	72
trnan-guu	73
trnak-cuu_2	72
trnan-guu_1	73
trnak-cuu_3	72
trnak-cuu_4	72
LOC101882730	673
LOC103909749	504
trnak-cuu_5	72
trnak-cuu_6	72
trnan-guu_2	73
ripk2	62348
LOC110437957	3682
LOC100150834	8447
ccdc39	7127
LOC799574	4198
wu:fc46h12	17618
dcun1d1	13052
eif4a2	11482
b3gnt5b	7879
tbl1xr1b	32486
kcnmb2	11029
si:ch211-38m6.7	13191
si:ch211-38m6.6	26946
ephb3a	93626
pcolce2a	16490
pls1	51186
chst2a	2159
LOC103909784	8049
dia1a	50958
si:ch211-222m2.1	3276
si:ch211-71m22.1	24890
LOC103909778	14791
si:ch211-71m22.5	22909
si:ch211-71m22.3	4062
fubp1	13823
fam73a	25997
usp33	60292
zzz3	61931
ak5	213248
pigk	76612
st6galnac5a	99945
st6galnac3	159394
cope	13976
slc25a24l	14663
dnajb4	7851
gipc2	30138
txndc12	15493
zmp:0000001127	4374
zgc:153615	17344
wu:fi34b01	5339
LOC103909783	23252
selt1a	12018
dvl3a	42028
LOC101886800	1675
LOC108179500	2519
pcyt1aa	25087
ap2m1a	28853
anxa13l	20509
si:ch211-252f13.5	10817
abi1b	47239
acbd5b	22881
tsen15	5645
zgc:55943	13814
sec22ba	9974
imp3	6871
slc35a3b	50131
fam78ba	6834
cmpk	13178
bcl6ab	10878
insl5b	1299
ahsg2	7396
pfn2l	4804
nsun4	8949
dmbx1a	5834
gadd45aa	3905
gng12a	51680
wls	44636
scinlb	54413
si:dkeyp-1a11.3	95935
mtf2	24715
fam69aa	45099
rpl5a	16345
evi5a	49521
gfi1aa	18896
rpap2	30201
glmna	36834
cdc7	13828
tceanc2	2186
cdcp2	30178
mrpl37	17731
ssbp3a	94077
acot11a	34947
fam151a	13859
lrrc53	19468
cryz	15797
tyw3	6834
lhx8a	4373
slc44a5a	252561
LOC108179505	3681
LOC110437982	1567
sdr16c5a	21277
penka	4126
LOC103909850	1489
impad1	15467
zgc:110130	11748
ftr01	7813
greb1l	147494
abhd3	56914
trove2	21344
cdc73	56620
LOC101882239	5041
kcnt2	67100
gpr158b	137256
prtfdc1	24640
arhgap21b	104004
dpp6b	226459
LOC110437990	3896
kmt2cb	189930
prkag2b	92498
bcl2b	29732
kdsr	30509
vps4b	77971
LOC103909876	1177
LOC108179526	2670
nmur1b	6882
cfap57	207623
LOC103909878	24406
LOC100538044	1004
ebna1bp2	22825
zbtb41	79779
LOC101884153	2063
LOC101884121	2748
zgc:66475	50951
LOC101884781	903
LOC103909867	2886
LOC110438158	3925
LOC100331996	3440
LOC103909885	794
zcchc3	11183
tctex1d1	63922
sgip1b	150162
LOC108179562	2631
LOC103909892	1477
pde4bb	162288
LOC110438174	1922
LOC108179575	9994
LOC103909893	661
LOC101882800	1675
leprot	6014
LOC110438160	2266
si:dkey-34k9.3	6909
LOC101882443	3545
LOC110437999	1076
LOC101882511	4816
hccsa.2	10453
pimr55	3518
hccsa.1	35007
si:dkey-10f21.4	6768
cnn3b	26874
f3b	6968
abcd3b	15575
arhgap29b	69618
abca4b	91389
tecrl2b	24595
olfm3b	16470
col11a1b	172945
LOC100001444	4743
amy2a	14209
LOC559501	167237
LOC101885853	12224
vav3b	167030
selj	11358
sh3glb1b	20152
arhgef4	160256
si:dkey-231j24.3	15424
atr	65214
zgc:110269	8844
agfg1b	18986
fbxo36b	3048
LOC103910036	5406
LOC100002071	30805
LOC101886306	779
LOC103908676	889
LOC108179626	383
grk7a	7665
atp1b3a	17985
si:dkeyp-13a3.10	9265
xrn1	50458
gk5	42499
ppp1r7	11747
ubxn7	26474
tfa	11543
eif4g1a	40522
fam131a	21175
clcn2a	165205
thpo	17778
pif1	18003
ptger4c	4480
LOC101883396	37822
st3gal3b	163647
kdm4ab	41866
ptprfb	368831
LOC101886917	2729
LOC101883512	670
im:7152688	2926
LOC100000636	624
pbx1a	128617
glula	3937
si:dkey-225f23.5	6730
si:dkey-225f23.3	18295
si:dkey-225f23.4	28937
elovl1a	51153
cdc20	16785
cc2d1b	35731
zfyve9a	73806
LOC110438161	78971
pimr141	2873
LOC103910038	1177
pimr54	8484
pimr49	18983
LOC110438023	3896
pimr140	4506
LOC110438022	4140
pimr51	8865
pimr50	24371
LOC110438024	3635
pimr53	2740
LOC100329231	4868
rwdd3	8378
ptbp2b	18496
dpydb	294874
mir137-1	84
plppr5a	59391
plppr4a	39555
palmda	20079
si:ch211-153l6.6	12782
frrs1a	22498
LOC108179662	10030
agla	54733
si:ch73-14h1.2	27075
si:ch211-267e7.3	43515
olfml2bb	10790
dusp12	6962
LOC101882073	8154
LOC101882305	1990
LOC110438025	2239
rxrga	51214
prg4a	18108
tpra	55555
c2h1orf27	12971
pdca	7475
ptgs2a	7367
pla2g4aa	31463
arpc5a	7977
lyrm4	1951
nrn1b	1867
rreb1b	61997
riok1	12824
nebl	5221
pip4k2ab	67713
bmi1b	5339
dnajc1	7489
si:dkey-29d8.3	5928
LOC101882778	11428
LOC103910040	848
vipr1a	69538
zbtb47a	12491
klhl40a	7604
hhatla	14246
ctdsplb	27194
mir26a-2	127
plcd1b	50594
LOC108179685	1024
afg3l2	17078
inhbab	17219
mplkip	2275
ralab	10000
zgc:55781	5301
fbxl7	100605
trnak-cuu_7	72
chd7	55022
rab2a	26247
ca8	23493
tox	122317
cyp7a1	2657
fam110b	78424
pimr65	2813
LOC110438162	2915
pimr66	2837
LOC108179687	7529
pimr67	3068
sep15	10040
hs2st1a	31851
zgc:56628	3649
pkn2	63292
gtf2b	12174
lrrc8da	5201
znf644a	24605
hfm1	34961
cldn18	4299
LOC103910042	1018
sept2	23263
stk25b	19032
bokb	9967
thap4	6330
zgc:161973	17265
agxtb	11610
kif1ab	68158
espnlb	27526
rab6bb	6303
aire	17709
amotl2b	9375
myo7bb	47274
LOC103910043	2474
sap130b	33749
mllt1b	23687
LOC101886354	6842
znf414	10349
mknk2a	18177
csnk1g2a	39693
mfsd12a	18748
LOC561897	13506
LOC103910044	26956
prrx1a	7153
kifap3b	70597
fam129ab	53849
rnf2	10489
ivns1abpb	11341
LOC561346	4494
LOC103910049	9683
LOC100007738	1906
LOC101886565	2220
LOC561283	9526
LOC110438027	17658
LOC561147	9518
si:dkey-58b18.4	1264
LOC103910054	2843
LOC103910046	1571
si:dkey-58b18.7	1264
LOC100007781	7615
LOC110438026	23697
LOC100007785	10216
rpp40	7074
cdyl	57189
oxsr1a	19677
slc22a13a	14096
xirp1	28469
LOC110438028	3744
csrnp1a	14354
gorasp1a	8794
si:dkey-24c2.9	21776
tgfbr1a	75955
col15a1b	76277
slc12a7a	38637
kcnh2a	90122
map4l	75199
vmhc	13392
mir736	79
vmhcl	15317
fitm1	4741
trnau1apb	6614
mrpl34	2718
ano8a	27639
pimr68	2203
plvap	3628
nr2f6a	12097
zgc:154006	15889
si:dkey-208k22.6	5516
kcnn1a	59262
insl3	1362
si:rp71-39b20.4	10098
rps28	2104
angptl4	5761
cnn2	6197
crsp7	5762
crtc1a	27209
LOC108179692	4754
LOC101886665	1081
mast3a	47406
pik3r2	56412
LOC101882114	4321
ifi30	4903
mpv17l2	8451
pde4ca	78975
rab3aa	10680
LOC110438163	1198
agtr1a	5459
gyg1a	7999
hltf	17978
nck1a	17543
slc35g2a	6095
stag1a	89592
pccb	11486
msl2a	4875
nceh1a	8399
ppp2r3a	119488
fndc3ba	227865
ghsra	2150
pld1a	71534
tnika	157747
LOC110438036	1277
slc2a2	21063
eif5a2	5755
slc7a14a	61793
cldn11a	3700
grin3ba	96866
plppr3a	29043
palm1b	46920
ptbp1a	12330
efna2a	140525
rabggtb	5941
acadm	6049
hectd3	15556
rps8a	3113
best4	7526
si:ch211-106k21.5	13650
LOC101883139	48109
ndc1	13791
zgc:113691	4819
LOC101883238	2734
yipf1	5438
lrrc42	6260
tmem59	8305
u2surp	19568
mir124-1	81
ttpa	5676
asph	25966
impa1	5995
si:dkey-181m9.8	29155
cdh7	95775
dsela	4624
tmx3	10728
tesk2	48045
toe1	6076
si:ch73-382f3.1	4941
sepp1b	6317
elovl8a	6406
LOC100150236	4588
LOC103910056	13599
zswim5	50104
urod	19757
lyn	31728
tgs1	38102
tmem68	11803
zgc:123035	102499
LOC100334178	42236
LOC108179742	11399
buc	4087
rnf152	11251
zgc:163121	22623
mc4r	980
zgc:56556	17839
cdh6	53361
LOC101882631	29781
LOC101882566	8496
mmp15b	68296
dhcr7	20536
nadsyn1	20748
cdh10a	44348
cdh12a	121176
cdh18a	9646
cahz	7722
dlgap1a	202083
ptf1a	1301
LOC110438043	14812
si:dkey-188g12.1	49200
si:ch211-207d6.2	98269
paxip1	20734
htr5aa	13303
en2b	3521
cnpy1	9783
rbm33b	54524
shhb	4834
dnajb6a	13201
trpa1a	19086
kcnb2	32741
rpl7	4857
rdh10b	3638
ube2w	6252
trnan-guu_3	73
trnak-cuu_8	72
trnan-guu_4	73
trnan-guu_5	73
trnan-guu_6	73
trnak-cuu_9	72
trnan-guu_7	73
trnak-cuu_10	72
trnak-cuu_11	72
trnan-guu_8	73
trnak-cuu_12	72
trnak-cuu_13	72
trnan-guu_9	73
trnan-guu_10	73
trnak-cuu_14	72
trnan-guu_11	73
trnak-cuu_15	72
trnan-guu_12	73
trnak-cuu_16	72
trnan-guu_13	73
trnak-cuu_17	72
trnan-guu_14	73
trnak-cuu_18	72
trnan-guu_15	73
trnak-cuu_19	72
trnan-guu_16	73
tceb1b	3884
tmem70	2933
LOC108179762	2990
jph1b	33871
pi15b	5398
crispld1b	16849
socs6b	6917
cbln2a	1693
neto1	1440
LOC110437736	12366
fam173b	2505
march6	37525
ankrd33bb	19625
ctnnd2b	139548
si:dkey-94e7.1	4500
si:dkey-94e7.2	5351
rp1	10060
tcea1	8036
rgs20	28924
atp6v1h	60113
oprk1	9136
chmp5a	7754
bag1	4249
myl12.2	2801
myom1a	43879
lipin2	24217
emilin2a	35276
LOC101885430	7508
adcyap1b	5511
yes1	54860
clul1	13365
colec12	52598
stam	15162
si:dkey-32m20.1	3298
cacnb2b	76697
mrc1b	25071
si:ch211-106h4.4	58336
LOC110438058	6319
si:ch211-106h4.5	3288
si:ch211-106h4.6	10706
si:ch211-106h4.9	36984
si:ch211-106h4.12	3281
ackr4a	4229
e2f5	9620
lrrcc1	24060
ralyl	36288
and2	4451
retreg1	19249
rnf182	1025
ranbp9	20251
nol7	3168
epdr1	2870
stard3nl	14647
trgv2	29867
LOC110438070	1003
LOC110438069	716
amph	45806
otulinb	9624
ankhb	48697
mycb	2090
si:ch211-139k8.2	72528
LOC100003868	5945
fam49ba	47015
asap1a	91781
ubtfl	30647
slc4a2a	66032
ttc19	10288
faim2a	10958
abcf2a	7991
smarcd3a	44200
tmub1	13745
fastk	15760
LOC101886824	2647
LOC110438071	2474
si:dkeyp-73d8.6	2929
si:dkeyp-73d8.8	1948
si:dkeyp-73d8.9	1406
LOC101887108	2822
LOC101887030	3948
puf60a	17879
nrbp2a	65453
LOC101887149	18289
klhl18	12641
bfsp2	8165
zgc:136930	10791
ccr9a	2184
LOC110438072	4624
prpf4ba	15600
si:dkey-154p10.3	8231
opn4.1	3191
tmem53	3981
LOC108179926	3052
rnf220a	176765
klf17	2151
slc6a9	86856
ccdc24	32924
zgc:113531	9061
b4galt2	201901
atp6v0b	6012
kiss1ra	24956
mir23a-3	77
mir27a	130
kif2c	23689
ptch2	24424
eif2b3	63071
klhl20	14791
cenpl	9391
dars2	35224
si:dkey-21n10.3	8767
brinp2	103521
astn1	409597
pappa2	116819
rfwd2	21470
tnr	234762
kiaa0040	16031
tnw	57598
mrps14	2742
cacybp	5864
plk3	8135
si:dkey-4i23.5	1721
tctex1d4	7656
ankrd45	3743
rasal2	118832
dhx9	20289
lamc1	98495
lamc2	28288
nmnat2	14479
smg7	32349
LOC110438073	3282
trac	85191
LOC101884642	537
LOC101884705	1222
LOC100535032	516
LOC108192206	519
LOC110440224	788
LOC110440225	713
LOC103910079	536
LOC101885895	1169
LOC101885948	3972
LOC103910083	749
LOC101885299	698
LOC101885372	457
LOC407628	1346
LOC103910089	435
LOC108192208	510
LOC108192209	432
LOC101885617	495
LOC101885740	449
LOC101885878	659
LOC100537001	590
LOC110437882	470
LOC100537101	426
LOC101886169	2640
LOC101886270	1055
LOC101886328	521
LOC110437914	624
LOC101886456	1219
LOC101886513	623
LOC100537985	524
LOC100331689	488
LOC100534760	607
LOC101886801	637
LOC101886872	514
LOC101887191	504
LOC101882052	557
LOC101882108	522
LOC101886155	3371
LOC101886113	1691
ing5b	2766
pak2a	27963
klhl6	12657
ccnl1b	9760
ptx3b	9733
golim4b	20056
pdcd10b	10504
LOC103910071	7583
mir2198	109
slitrk3b	5450
nrd1a	26278
si:dkey-193b15.8	30644
rabgap1l2	6855
si:dkey-193b15.5	8884
zgc:153654	4301
map1sb	12373
gadd45bb	2047
gng7	53251
diras1b	24563
zgc:101744	9420
slc1a8b	11772
elavl1	10879
tspan37	4283
pex19	5685
LOC103910072	2728
copa	29226
apoda.2	8525
apoda.1	2597
samd7	15741
sec62	18836
nadkb	14367
gpr160	1071
skila	51053
prkci	36027
phc3	25082
si:dkey-127k13.1	13210
dapk3	10549
sppl2	22356
arhgef18a	33780
insra	88162
hiat1a	28507
myo9b	60079
si:dkeyp-66d1.7	5355
ftr66	8489
nfatc4	21899
ltb4r2b	8142
LOC101882378	1446
sdr39u1	8687
rpph1	305
mettl17	9604
parp2	10004
si:ch211-284o19.8	7746
LOC110438075	5822
zgc:66427	7767
cbln13	2603
hbl4	3408
hbl3	1871
hbl2	2044
hbl1	2197
tep1	50078
LOC103910098	2367
cbln10	3205
cbln14	1751
cbln9	4102
apol1	6896
si:rp71-1g18.13	16380
pcp4l1	5100
dcaf8	21054
hnrnpc	9024
c1ql4l	1400
casq1a	14625
si:rp71-1g18.1	10644
tox4a	13344
chd8	30160
cbln12	4239
trim110	15018
sall2	8051
mmp14b	22200
acin1a	27654
si:ch211-14a17.11	4581
si:ch211-14a17.10	15325
LOC110437920	500
LOC110437886	9134
dhrs1	7913
homeza	5120
LOC108179942	2026
si:ch211-14a17.7	2100
si:ch211-14a17.6	2614
nedd8l	1445
ap1g2	22923
slc7a8b	22650
prmt5	20730
psmb11a	1127
psmb5	19306
LOC100007192	263439
gig2q	1029
LOC100333325	5660
lrrc16b	148339
si:ch211-119o8.4	3630
rem2	52323
si:ch211-119o8.6	7212
copb2	17717
rbp2b	1261
si:ch211-119o8.7	6808
rbp1	8267
LOC110438097	14616
si:ch73-170l17.1	27068
clstn2	441738
spsb4a	142734
zgc:136870	2070
slc25a36a	27811
epha4a	68502
LOC101884175	2261
si:ch211-122l24.6	7362
ccl34a.3	2095
ccl34a.4	778
xcl32a.1	1198
LOC103910101	775
epha4b	219838
uggt1	59266
hs6st1a	222336
LOC110438100	19104
otomp	13588
acvr1l	19525
d2hgdh	18618
znf622	8421
zgc:110158	145712
LOC103910218	19480
efr3a	1169028
keap1a	26015
crlf1a	60409
zgc:110183	7058
ebi3	6023
LOC103910102	1765
si:dkey-97a13.6	35184
gbp2	12512
gbp1	14524
cspp1b	32546
vcpip1	13851
si:dkey-97a13.12	3659
adhfe1	14088
crh	2192
trim55a	14350
cyp7b1	17089
slc39a6	17792
tmeff1a	12329
cavin4a	7008
ift57	10072
si:ch211-235o23.1	11755
apom	5820
ftr02	6714
ftr03	7347
LOC570251	6614
ftr06	35231
ftr07	5273
LOC570185	7510
LOC570163	8063
LOC570079	4625
si:dkey-7l6.3	9498
gtpbp4	13860
slco5a1a	14120
slco5a1b	16774
esyt2a	72809
dip2cb	83601
march11	8973
myo10	103229
ftr11	5654
ftr12	4602
basp1	23266
adcy8	88382
LOC103910105	2588
oc90	17800
hhla1	28071
kcnq3	84689
lrrc6	25980
ftr13	3374
ftr14	4553
ftr15	7015
crema	38819
pard3ab	124677
nrp1b	38037
LOC110437923	6626
LOC110438108	13702
LOC110437890	37164
itgb1b	6588
epc1b	29107
itgb1b.1	18230
itgb1b.2	14385
LOC101884451	5931
LOC101884586	10399
LOC103910107	15802
LOC100150565	2082
kif5ba	35462
ftr16	2992
arhgap12a	48036
zeb1a	46110
nlrb5	28285
si:ch211-195h23.3	61734
LOC103910111	787
kirrelb	77218
cadm3	135631
trnar-ucu_1	73
sdhc	7044
atp1a2a	52459
mpz	23447
lig1	42661
zgc:152670	14473
LOC100537796	6911
tmem55ba	14417
pih1d3	5365
kcnab1b	99732
pask	33544
si:dkeyp-94h10.5	11406
LOC101885431	953
LOC101885494	2073
klhl24a	33255
yeats2	80067
map6d1	25912
acsm3	21753
ncapd2	27692
ece2a	141653
camk2n1a	2700
mul1a	10603
alg3	9230
vwa5b2	38532
prss56	48792
chrng	16254
LOC100536708	15003
eif4e2	18898
capn10	14893
LOC100004199	5240
ccl20a.4	4831
ccl20a.3	1963
mir181b-1	108
LOC101886114	21314
LOC108180065	474
LOC103910115	7157
camsap2b	76786
LOC101886156	9411
wdr47a	37270
si:ch211-66k16.27	20639
si:ch211-66k16.2	3502
si:ch211-66k16.28	21522
gpsm2	19691
aknad1	7685
LOC110437760	19996
fndc7a	26660
fndc7rs1	73723
prpf38b	8635
fam102ba	25579
trnam-cau_1	72
gpc5c	293995
LOC110438124	2312
LOC103908645	8661
gpc1b	151915
ephb1	448613
LOC100333415	1146
LOC110438125	9500
wu:fb63a08	16699
LOC110437895	2778
LOC110438126	4376
LOC103910120	4184
pax3a	58043
trnag-ccc	70
acsl3b	43462
LOC108180073	12073
scg2b	3156
ap1s3b	33568
si:ch211-165b10.3	11120
cul3a	37420
mbnl1	75238
ftr19	3756
LOC108179111	7753
LOC101882488	13796
ftr24	6096
LOC108179227	10060
ftr22	7002
ftr23	4868
LOC110437704	8518
LOC101882560	7146
ftr26	8350
ftr27	8156
fzd8b	2510
LOC110437898	4000
si:ch211-77g15.32	1880
klf6b	8131
pitrm1	30207
pfkpb	51787
trnai-aau_1	73
trnaw-cca	71
trnap-agg_2	71
si:dkeyp-12a9.5	13642
gigfy2	52713
LOC793909	4107
lpar5a	1570
itm2cb	22399
hes6	1531
per2	65774
LOC110437927	1270
LOC100536834	13289
LOC108179228	6937
LOC101885237	14926
si:dkeyp-94g1.1	30294
si:dkey-53k12.2	3173
LOC101885053	1533
LOC110437901	18980
LOC101883813	7191
LOC101882795	31528
svilb	100974
LOC103910129	224
LOC101887100	29850
kcnj9	32563
cdc34b	24219
abhd17aa	24752
si:ch211-168n16.1	251331
LOC101882856	22890
rorcb	29326
sh3gl1a	53827
stap2a	47126
si:dkey-69c1.1	1530
sema4e	34696
cactin	18331
si:ch211-209f23.6	6014
si:ch211-209f23.7	1347
urgcp	81620
LOC101882528	1184
wdr48b	28179
blvra	16074
coa1	6068
hecw1b	97639
ccr12a	1537
si:ch211-106n13.3	65918
zcchc2	39830
exoc3	21465
ahrrb	64734
mcm6l	25775
cul1a	42858
cntnap2b	93951
viml	18432
pde1cb	169509
neurod6b	21091
xcr1b.3	6719
xcr1b.2	1807
xcr1b.1	1997
fyco1b	43855
adcyap1r1a	70104
ghrhra	60018
LOC100332501	7264
trnal-uaa	82
trnal-uaa_1	82
trnal-uaa_2	82
trnal-uaa_3	82
trnal-uaa_4	82
trnal-uaa_5	82
eef1da	31588
ftr87	23079
ftr67	21315
si:ch73-52e5.2	6118
si:ch73-52e5.1	10838
lrrc24	54619
LOC100332108	2713
pigrl4.2	3373
pigrl3.9	2266
LOC100332092	10097
si:ch211-215e19.3	9270
LOC110438127	1009
pigrl3.5	8240
LOC100331810	9188
LOC103910136	8493
LOC110437929	513
si:dkeyp-104b3.1	4240
pigrl2.6	6494
LOC100000863	6859
pigrl2.4	5678
pigrl2.3	1616
LOC100151468	5519
LOC100148655	24629
LOC101884032	1218
si:ch211-9d9.7	8627
LOC101884314	1551
LOC110437904	2111
pigr	21168
dad1	3185
abhd4	11976
tgm1l1	50382
LOC566646	14990
LOC103908620	5613
LOC103910140	7345
LOC103910141	9321
LOC100329375	4738
crygn1	18888
LOC100331938	38247
scn12aa	158073
ccdc94	14201
shda	27621
theg	17056
LOC101884669	59757
plpp2a	74713
zgc:136336	59765
chico	49000
gna11b	80315
LOC101885297	659
LOC568754	4501
rab31	21911
ralbp1	31580
creb3l3b	57606
rxfp3.2a	2559
LOC101882661	4872
sirt6	140264
LOC100148045	814
si:ch211-182e10.4	8376
zgc:165603	32750
celf5b	67395
hsd11b1lb	22486
admp	16025
im:7138239	24149
LOC100333844	21081
ccl25a	8764
ranbp3b	56501
ctnnbl1	95505
capsla	6346
LOC108180183	115153
LOC103910147	55452
abhd8a	32645
LOC100333521	10633
LOC100534973	267961
LOC101882917	1723
napgb	23404
rab12	31321
mtcl1	121635
acss2l	53388
ndufv2	48472
ankrd12	91637
twsg1a	34350
rnf126	134308
LOC100535364	71340
LOC101885373	26314
zmp:0000000521	17633
cib3	25799
rab8a	24845
tpm4b	35466
LOC101884740	2637
LOC101884800	26510
LOC110438146	5505
ap1m1	62327
klf2b	5765
eps15l1b	96347
calr3b	13422
rx2	27926
atcayb	109401
cplx4c	9780
nmrk2	7715
loxl5b	46400
LOC108180184	955
si:ch211-178n15.1	29335
jund	997
pgpep1	18742
upf1	65650
LOC100330028	74974
uba52	9663
cers4b	37006
LOC103910150	7688
ctxn1	451
rab11bb	13823
LOC100536182	19799
si:ch211-243a15.1	122725
gpx4b	13631
polr2ea	13369
hmha1a	73626
LOC100330771	7014
sbno2a	77116
zgc:85843	19499
LOC100536505	99284
LOC100536415	30679
slc25a42	34570
mir7148	84
armc6	26676
eef2b	25917
trnar-ucu_2	88
trnat-agu	73
trnat-agu_1	73
trnat-ugu	73
trnar-ucu_3	88
trnat-agu_2	73
trnar-ucu_4	88
trnat-agu_3	73
trnat-agu_4	73
trnar-ucu_5	88
trnat-agu_5	73
trnar-ucu_6	88
trnat-agu_6	73
trnat-agu_7	73
trnat-agu_8	73
trnar-ucu_7	88
trnat-agu_9	73
trnat-agu_10	73
trnat-agu_11	73
trnar-ucu_8	88
trnat-agu_12	73
trnat-agu_13	73
trnat-agu_14	73
trnat-agu_15	73
trnat-agu_16	73
trnat-agu_17	73
trnar-ucu_9	88
trnat-agu_18	73
LOC555499	21922
LOC100331115	1614
mbd3a	24335
si:ch1073-325m22.2	18477
LOC110438153	534
LOC108180185	3978
tcf3a	76573
map2k2b	27301
pias4b	29357
onecut3b	60311
LOC100151059	98072
LOC108179272	17254
sf3a2	12417
plekhj1	22386
zgc:92789	12161
si:dkeyp-68b7.7	25649
LOC110438154	5827
si:dkeyp-68b7.5	19892
LOC103910155	1502
LOC108180186	359
si:ch73-203a8.1	36330
si:ch211-155e24.3	6219
LOC101882640	4658
pvrl4	53163
fcer1gl	7874
ncstn	54454
LOC553316	14564
LOC100002591	15683
LOC100538151	3131
pnp5b	16240
LOC100329607	27666
LOC100149117	1348
LOC100332698	8145
nop9	27463
vapal	50239
LOC110438155	3173
LOC100332639	17299
epb41l3b	87297
LOC101883651	29102
prkab2	5266
wu:fj49a02	15332
LOC101884729	4739
ptprsb	37934
cirbpa	7706
fem1a	1298
LOC110438156	2542
mau2	17084
sugp1	14855
LOC108180193	2464
LOC108180196	4592
LOC101884960	39540
si:ch1073-391i24.1	16963
stk11	22492
LOC101886196	8184
LOC101885256	22487
mir9-7	83
ftr65	8305
ftr29	4643
LOC101885375	2737
ftr95	5065
ftr30	16154
